EMAIL,HREF,FAILMSG,CONAME,DATE_SCRAPED,TEL,BIZADD 
borderlezecommerce@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94031&sid=60525573AE01F06AE74C578CF2E50E49,,BORDERLEZ ECOMMERCE,'2017-08-02,012 - 4282153,NO 40 LORONG PANCUR MUTIARA 4 TAMAN PANCUR MUTIARA NIBONG TEBAL 14300 PULAU PINANG
info@klinellbio.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94085&sid=A843BB6E281AB21AE08E28E313B15DE9,,KLINELL BIO PLT,'2017-08-02,03 - 88617445,NO. 55-B JALAN DIPLOMATIK PRESINT 15 62050 PUTRAJAYA
coffeeneety@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94005&sid=2D1A7627F8EF5E255B033A2F93946EC0,,COTTAGE BLENDS SDN BHD,'2017-08-02,03 - 41420654,36-1 BLOCK G PLATINUM WALK SETAPAK 53300 KUALA LUMPUR
ameeramarketing@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31054&sid=1416A030DA4CE35D8E5BF6F9A40B4807,,AMEERA MAISARA MARKETING,'2017-08-02,017 - 2258850,22 JALAN SUNGAI MERBAU 32/81 KEMUNING GREENVILLE SECTION 32 SHAH ALAM 40460 SELANGOR
ceo@halalhubdistribution.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94102&sid=751128B419A2F930B3FE04480E907BCA,,PEDAS HALAL PARK DISTRIBUTION SDN BHD,'2017-08-02,06 - 6854340,ARAS 1 HALAL ENTREPRENEUR CENTRE PEDAS HALAL PARK 71400 REMBAU 71400 NEGERI SEMBILAN
sales@scsfood.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37162&sid=16F40C545FF7B259503AF16AAFFB2EFB,,SCS FOOD MANUFACTURING SDN BHD,'2017-08-02,03 - 92008828,"NO 54, JALAN 8/91 TMN SHAMELIN PERKASA  56100 KUALA LUMPUR"
gourmixfb@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75256&sid=D80946CF69BCEE6C39FD3E5573E58D6C,,GOURMIX FB SDN BHD,'2017-08-02,03 - 55258889,"7, JALAN TABLA 33/21 SHAH ALAM TECHNOLOGY PARK, SECTION 33 40400 SELANGOR"
kenny@malgps.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94169&sid=3334EB084F5564396CF4631A86F39E20,,GOOD PRODUCTS SHOP (M) SDN BHD,'2017-08-02,03 - 95450032,GROUND FLOOR 57C 57D 57E 57F PLAZA SOUTH CITY PERSIARAN SERDANG PERDANA TAMAN SERDANG PERDANA 43300 SELANGOR
vathumalaai@cendolah.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56555&sid=DAB5275BEBCD8A598975712FBF01ADCE,,G&G DESSERT PRODUCTS SDN BHD,'2017-08-02,07 - 3860458,"55, JALAN BUKIT 9 KAWASAN PERINDUSTRIAN MIEL BANDAR SERI ALAM MASAI 81750 JOHOR"
zz_luqkissa@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95042&sid=48CCA119ED79E2A55904F23B5D49FB66,,TRIGONALIFE SDN BHD,'2017-08-02,03 - 0126311414,LOT 407C KOMPLEKS DIAMOND BANGI BUSSINESS PARK BANDAR BARU BANGI 43650 SELANGOR
shlim@dnoncetech.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51122&sid=140E7282F56066FDD0E923DAF4791178,,DNONCE BIOFOODS SDN BHD,'2017-08-02,04 - 2281198,51-14-B & C MENARA BHL JALAN SULTAN AHMAD SHAH 10050 PULAU PINANG
azian@azimuth-international.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95123&sid=2519EB608B6324B4218A39F4BB440290,,CITARASA CHEF WAN SDN. BHD.,'2017-08-02,03 - 21812111,RITZ OFFICE SUITE 1-11-1 BERJAYA CENTRAL PARK NO 105 JALAN AMPANG 50450 KUALA LUMPUR
sales@thehoneyhearts.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95271&sid=F52AEB91353F742680D246DA0393FDF8,,SUNVINTAGE TRADING,'2017-08-02,017 - 6172100,6-1 JALAN PJU 1/3B SUNWAY MAS COMMERCIAL CENTER KELANA JAYA 47301 SELANGOR
poh@daily-pro.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95039&sid=D3A1330DD108EDE11039944E0B707C11,,DAILYPRO INTERNATIONAL SDN. BHD.,'2017-08-02,03 - 56123303,B-09-18 EMPIRE SUBANG (SOHO) JALAN SS16/1 SS16 47500 SELANGOR
foopinchan@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72588&sid=667A8962FB2CE9F5BA16F42B963D147A,,LUCKY NATURAL FOOD SDN BHD,'2017-08-02,05 - 3228221,"23, PERSIARAN PERINDUSTRIAN PENGKALAN 31 KAW PERINDUSTRIAN PENGKALAN LAHAT 31500 PERAK"
liza@yokefood.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5804&sid=E3B5066F2FA2812383AB17F791295E61,,YOKE FOOD INDUSTRIES SDN BHD,'2017-08-02,07 - 5998011,"PLO 183 & 184, JALAN CYBER 9 TAMAN PERINDUSTRIAN SENAI IV SENAI 81400 JOHOR"
xenergydrink2015@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=91952&sid=8A25BF2EB440226E57FF1729D060E7EB,,BEST MANUFACTURED PRODUCE SDN BHD,'2017-08-02,011 - 11113368,NO 32 JALAN S2B1 LAKE VIEW SQUARE SEREMBAN 2   70300 NEGERI SEMBILAN
keko_ckl@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71747&sid=2B42F84A14313A1ECE42043F067D645D,,CKL MARKETING SDN BHD,'2017-08-02,04 - 5515580,"3178, MK15, LOT 5777, JALAN SELADANG SATU TAMAN SELAMAT, ALMA, BUKIT MERTAJAM 14000 PULAU PINANG"
caromacafe@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8333&sid=33B8676C599675C491C7D2DC06E26829,,CAROMA CAFE FOOD (M) SDN BHD,'2017-08-02,03 - 62725229,"1 & 3, JALAN TEMBAGA SD 5/2D BANDAR SRI DAMANSARA  52200 KUALA LUMPUR"
newtaifatt@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94019&sid=9E7E9D9E170DC9B653553CB7AF407266,,NEW TAI FATT FOOD INDUSTRIES SDN. BHD.,'2017-08-02,05 - 3221340,NO 28 JALAN PERINDUSTRIAN PENGKALAN 2A KAWASAN PERINDUSTRIAN PENGKALAN MAJU IPOH 31500 PERAK
kschan@diamondnext.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94616&sid=F26E1067ECA7995F77EFF9FDDF3DDAF0,,DIAMONDNEXT TECHNOLOGY SDN BHD,'2017-08-02,3 - 79716133,E-1-3 PUSAT PERDAGANGAN KUCHAI NO 2 JALAN 1/127 OFF JALAN KUCHAI LAMA 58200 KUALA LUMPUR
info@kosains.net,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95290&sid=ED4AE07C753950554DBBDE04173FD29B,,KOPERASI SAINS JOHOR BERHAD,'2017-08-02,03 - 87418923,17G BANGUNAN AVENUE 26 JALAN BUKIT MEWAH 42 TAMAN BUKIT MEWAH KAJANG 43000 SELANGOR
rachel.choo@erachemical.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94822&sid=25EC586117048CA098EC4CD8DBB013C2,,ERA INGREDIENTS & CHEMICALS SDN BHD,'2017-08-02,04 - 3235998,NO 12A SECOND FLOOR JALAN BAYU AMAN TAMAN BAYU AMAN BUTTERWORTH 13050 PULAU PINANG
enquiry@greenhillfruit.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10501&sid=B2CEA27572A57A5450D27BE667725033,,BRILLIANT FRUIT CORDIAL ENTERPRISE (M) SDN BHD,'2017-08-02,03 - 89614286,"15, JALAN PERUSAHAAN SATU TAMAN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR"
serbokkopibhs@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94589&sid=AF8D7E1ACACEDA4838A8352D0BB8022A,,SYARIKAT PERNIAGAAN SERBOK KOPI BAN HOH SENG,'2017-08-02,03 - 62725229,NO 1 & 3 JALAN TEMBAGA SD 5/2D BANDAR SRI DAMANSARA 52200 KUALA LUMPUR
pioneeringoh@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94645&sid=A192886A7E9EAC594FFF77ECC23B3505,,ANGGERIK BERINGIN SDN. BHD.,'2017-08-02,03 - 41621988,B-12-10 OAKLEAF PARK CONDO PERSIARAN BUKIT JAYA TAMAN BUKIT JAYA AMPANG 68000 SELANGOR
info@cfigroup.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12827&sid=4F2EC54272EA79E7F4B58DAC73D2522E,,FAMILY CEREAL SDN BHD,'2017-08-02,04 - 3904077,"PLOT 8, LORONG JELAWAT 1 SEBERANG JAYA INDUSTRIAL ESTATE SEBERANG PRAI TENGAH 13700 PULAU PINANG"
gan_cheebiow@yahoo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94632&sid=231CB877E2126502AF8802F5969406D6,,NATION ENTERPRISE,'2017-08-02,012 - 2995657,PT 5807 JALAN TS 2/7G TAMAN SEMARAK 2 NILAI 71800 NEGERI SEMBILAN
info@idealbm.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85562&sid=83E7E57C38980F2CE742D58CD0834738,,VISION BEVERAGE MANUFACTURE SDN BHD,'2017-08-02,03 - 89644577,"6, JALAN HI-TECH 3/4 KAW PERINDUSTRIAN HI-TECH 3 SG LALANG, SEMENYIH 43500 SELANGOR"
info@zaafiglobal.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65061&sid=15724753DB447CEF8866915FC8F47C9C,,ZAAFI GLOBAL VENTURE SDN BHD,'2017-08-02,03 - 50331810,"A-5-10 , EMPIRE TOWER JALAN SS 16/1 SUBANG JAYA 47500 SELANGOR"
info@indoma.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94905&sid=0968CAFD1EA009BD475E917F01D008BC,,INDOMA (MALAYSIA) SDN.BHD,'2017-08-02,04 - 2814403,NO 322A 2ND FLOOR JALAN SLIM OFF JALAN PERAK JELUTONG 11600 PULAU PINANG
duncan.themetallic@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93558&sid=8D669FBBEF4B00E7D5BF0C34AD8C0D5F,,HZT BISTRO (PELANGI) SDN BHD,'2017-08-02,07 - 3363343,PTD 76831 JALAN KUNING TAMAN PELANGI 80400 JOHOR
manisherb@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94920&sid=A7089110C355C2E3CD11EEADCE3FB4D2,,MANIS HERB,'2017-08-02,011 - 15147139,4346 STRAWBERRY PARK BAKAM ROAD  98000 SARAWAK
leong@jdimarket.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94898&sid=07E6B98945DE9D13E1C5C40EF1E5A053,,JDI MARKETING SDN BHD,'2017-08-02,03 - 77293002,13-19 DAMANSARA INTAN BLK A 1 JALAN SS20/27 PETALING JAYA 47400 SELANGOR
aramli_foodstuff@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66063&sid=28C0BB1F219C96964D50A5FCC79DCF42,,A. RAMLI COFFEE & FOODSTUFF SDN BHD,'2017-08-02,05 - 3131361,"6, PERSIARAN INDUSTRI RAPAT 2 PERINDUSTRIAN RINGAN SRI RAPAT IPOH 31350 PERAK"
royazren@m7america.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95758&sid=357F5883AAB677A376ABD6C94E99C185,,DAYTONA WEALTH SDN BHD,'2017-08-02,07 - 3319099,BANGUNAN MUTIARA MOTORS NO 111 BATU 4 1/2 JALAN TEBRAU 80250 JOHOR
kumarmilanogroup@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94888&sid=BF5842FE384B991CDCC0BCA935DBE60E,,MILANO GROUP PLT,'2017-08-02,04 - 2826635,80T JALAN TRENGGANU 10460 GEORGETOWN  10460 PULAU PINANG
ggsmkt118@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90265&sid=6835A1440C2D8F456FF2073A39300042,,GLOBAL GOLDEN SWIFT MARKETING (M) SDN BHD,'2017-08-02,012 - 4856844,"H-128, JALAN PERUSAHAAN INDAH SATU, KAWASAN INDUSTRI RINGAN, SEJATI INDAH, SUNGAI PETANI,  08000 KEDAH"
llh@tentenfood.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30514&sid=4CC310C9A5A4E9E55914823949EE3AC1,,TENTEN FOOD MANUFACTURING SDN BHD,'2017-08-02,04 - 5070100,"PLOT 240A, SOLOK PERINDUSTRIAN BKT MINYAK 1 TAMAN PERINDUSTRIAN BKT MINYAK BKT MERTAJAM, SEBERANG PERAI TENGAH 14000 PULAU PINANG"
elvi@premiercereal.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36847&sid=08EF95640F080043EC51B0616FF57398,,PREMIER CEREAL SDN BHD,'2017-08-02,04 - 5016686,"210B, JLN. PERINDUSTRIAN BKT MINYAK 6 KAWASAN PERINDUSTRIAN BKT MINYAK, MUKIM 13 SEBERANG PERAI TENGAH 14000 PULAU PINANG"
scm80evan@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11787&sid=30C67DDEF0125FF087CEE2D766FC447A,,ORANGE CRUSH (M) SDN BHD,'2017-08-02,04 - 6261982,"462-A, MUKIM 12, BLOCK J JALAN PERMATANG DAMAR LAUT BAYAN LEPAS 11960 PULAU PINANG"
general@dynabeauty.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95717&sid=52E4A0E6D6DCA3AFFC12A0CEBA8A1FD2,,DYNABEAUTY BELLEZONE SDN BHD,'2017-08-02,03 - 74975093,71 JALAN SS2/75 PETALING JAYA  47300 SELANGOR
info@oem.umze.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95821&sid=7AB498B9EE5C956B82B57F441E5F908B,,UMZ BIOLINE INDUSTRY,'2017-08-02,07 - 8500227,NO 17 JALAN TIRAM 9 TIRAM INDUSTRI PARK ULU TIRAM 81800 JOHOR
ttlim2200@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94947&sid=CDE63DD79A74D058F77CDE565462D07E,,TELIFE SDN BHD,'2017-08-02,169 - 0167662169,NO 33 JALAN CERMAI 2 TAMAN MESRA SALENG  81400 JOHOR
keko_ckl@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2956&sid=C7643593F535D58F767720375BB94A8E,,KEKO MANUFACTURING (M) SDN BHD,'2017-08-02,04 - 5515580,"LOT 5777, JALAN SELADANG SATU TAMAN SELAMAT, ALMA BKT MERTAJAM 14000 PULAU PINANG"
2811651515@qq.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84293&sid=BC0FD0BD5F7A5983C815A53A3958763D,,KLC INTERNATIONAL SDN BHD,'2017-08-02,03 - 90116995,"1, JALAN 10/4 BANDAR SUNGAI LONG KAJANG 43000 SELANGOR"
ysng33@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61560&sid=1226623B663C7D78C48D54F5D60C9D0F,,PRIMER WORLDWIDE SDN BHD,'2017-08-02,03 - 40441135,"5-2, 1ST FLOOR, JLN 1/64A KOMPLEKS UDARAMA OFF JLN IPOH 50350 KUALA LUMPUR"
natural_living2000@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56700&sid=FF8A23112073FD7091F61B8419B6FD73,,NATURE LIFE RESOURCES SDN BHD,'2017-08-02,019 - 7771932,E-1-6 PERSONA VILLA JALAN MELATI INDAH SATU SAUJANA MELAWATI 53100 KUALA LUMPUR
keko_ckl@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8056&sid=AC6E517FAD5560A786687816E4342F15,,KEKO MARKETING (M) SDN BHD,'2017-08-02,04 - 5515580,"5777, JLN SELADANG SATU TAMAN SELAMAT, ALMA BKT MERTAJAM 14000 PULAU PINANG"
uzenteam.02@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92510&sid=BCF07BECD4A2EEB87444504D117C525E,,UZEN TEAM SDN BHD,'2017-08-02,012 - 4729911,51 & 52 JALAN SUSUR KIRI 1/1 KAWASAN PERUSAHAAN RINGAN KEMUNING SUNGAI PETANI 08000 KEDAH
bernard_lim@bccbanchuan.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70058&sid=62350F4EE697915E3D807022E3BB69AC,,BCC BAN CHUAN SDN BHD,'2017-08-02,05 - 8073866,"LOT 3736, TUPAI LIGHT INDUSTRY AREA LORONG KILANG 10 TAIPING 34000 PERAK"
enquiries@markwalkerdrinks.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96467&sid=2FEF94A89E951AA2852C7FB1E238D567,,MARK WALKER DRINKS SDN BHD,'2017-08-02,03 - 61446183,PT-9881 JALAN WELFARE SUNGAI BULOH  40160 SELANGOR
hengtong.e@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96530&sid=FEF082BE9BF3C183D30D4C1F96D7E67B,,HENG TONG SDN BHD,'2017-08-02,014 - 3623317,A-05-08 PLAZA SERDANG RAYA JALAN SERDANG RAYA SEKSYEN 7 SERI KEMBANGAN 43300 SELANGOR
info@skyhillscoffee.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96600&sid=498428AECE767E59AAD921D038B276E3,,SKYHILLS COFFEE SDN BHD,'2017-08-02,012 - 3263023,NO 9 JALAN PJU 1A/10 TAMAN PERINDUSTRIAN JAYA ARA DAMANSARA 46050 SELANGOR
vitamax.hr@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83445&sid=E011A0636A6AA174ACB1BE583B738E18,,VITAMAX FOOD INTERNATIONAL SDN BHD,'2017-08-02,07 - 5090666,7 JALAN BIOTEKNOLOGI 2 KAWASAN PERINDUSTRIAN SILC NUSAJAYA 79200 JOHOR
janicetan.min@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96608&sid=7D1FC8D504E6CCF642424683A331659E,,ALKA BW SDN. BHD,'2017-08-02,03 - 77346389,D12-3A-G BLOCK D12 PUSAT PERDAGANGAN DANA 1 JALAN PJU 1A/46 PJU 1A 47301 SELANGOR
mgfutama@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9422&sid=53CDDA8ED7389A5352376474108A4087,,M.G.F UTAMA SDN BHD,'2017-08-02,04 - 6440313,P.O.BOX 323 GEORGETOWN  10740 PULAU PINANG
fortunegoldtree@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73708&sid=0163FFF78CA099C680A39ED149ACF9CB,,FORTUNE GOLDTREE SDN BHD,'2017-08-02,03 - 51217511,10A JALAN 31/93 KOTA KEMUNING SHAH ALAM 40460 SELANGOR
enquiry@refineliving.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92019&sid=7770022DDA933D207D8EDE947E7B43F6,,REFINE LIVING (M) SDN BHD,'2017-08-02,04 - 3978111,15 PUNCAK PERUSAHAAN 1 KAWASAN PERUSAHAAN MIEL  13600 PULAU PINANG
christopheranth@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96640&sid=26D7DDEC15295AC5E46D0018CCD8427B,,UB SOLUTIONS BERHAD,'2017-08-02,03 - 50331722,SUITE A-5-10 EMPIRE TOWER JALAN SS16/1 SUBANG JAYA 47500 SELANGOR
deluxerich65@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12780&sid=27DF9194AF91625D76F69AC62965A5F8,,DELUXE RICH SDN BHD,'2017-08-02,07 - 7878280,"24, JALAN 10 TAMAN PERINDUSTRIAN WAWASAN JALAN MERSING, KLUANG 86000 JOHOR"
harroldscoffeesdn.bhd@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96458&sid=1FF7E2E02CE302E7E0AFFCE37970FD56,,HARROLDS COFFEE SDN BHD,'2017-08-02,03 - 41012353,308 LORONG PERAK MELAWATI SQUARE TAMAN MELAWATI 53100 KUALA LUMPUR
malaytownn1@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96469&sid=FF43E4A60C66BDA28496665C63449564,,10 AS MARKETING SDN BHD,'2017-08-02,09 - 5173959,NO 35 & 37 GROUND FLOOR (MALAY TOWN) JALAN PUTRA SQUARE 2 PUTRA SQUARE KUANTAN 25200 PAHANG
reissjaden@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78433&sid=87EC2C6DF5346DC4692BC35585A8C0C7,,CONNOISSEUR AMBIANCE PRODUCTS MARKETING SDN BHD,'2017-08-02,03 - 78467849,"69, JALAN BULAN U5/172, SECTION 5 BANDAR PINGGIRRAN SUBANG SHAH ALAM 40150 SELANGOR"
cheahcy@fiatec.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35544&sid=CE1D701A1234EF3CDEBEDCC6030BB31F,,FIATEC BIOSYSTEM SDN BHD,'2017-08-02,03 - 80619232,"A-1-15, KOMPLEKS INDUSTRI PUCHONG JALAN TPP 1/6, TAMAN PERINDUSTRIAN PUCHONG PUCHONG 47100 SELANGOR"
sitiaminahsuyud@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83199&sid=AC3913BF7517F0AE23393ECD84644DA8,,DCCCT INTERNATIONAL FOOD GROUP SDN BHD,'2017-08-02,013 - 2265892,29 JALAN KEMBOJA 2B KAW PERNIAGAAN JALAN KEMBOJA BS 8 48300 SELANGOR
postcodecoffee@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74793&sid=E9284ADB197532F498CDA3E46286F38B,,F & B CULTURE SDN BHD,'2017-08-02,03 - 21426689,17 & 19 JALAN BRUNEI BARAT PUDU 55100 KUALA LUMPUR
admin@adamo-vending.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84968&sid=CE0D228A4670F5516AAA705B3885F767,,ADAMO VENDING SUPPLY SDN BHD,'2017-08-02,03 - 55697002,"92, JALAN PENERBIT U1/43 TEMASYA INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR"
salmah.arholdings@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82227&sid=0E8ED58CE5077C0F1A8E0856732414AA,,SALMAH AR HOLDINGS SDN BHD,'2017-08-02,011 - 15414687,"LOT 1-09, ANGGERIK MALL SEKSYEN 14 TYZO SDN BHD 40000 SELANGOR"
kentliew82@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66113&sid=331F889B96137DCF0C01BE656E074D0C,,FUBAO INTERNATIONAL SDN BHD,'2017-08-02,05 - 5485518,"LOT B-1-8 TINGKAT 1, INTAN BUSINESS CENTRE 2 LEBUH MEDAN IPOH, BANDAR BARU MEDAN IPOH 31400 PERAK"
eimcreativesdnbhd@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80239&sid=654510617A84EFF46E902C1BCE0A3E66,,EIM CREATIVE SDN BHD,'2017-08-02,04 - 9774220,"13, FIRST FLOOR MEDAN SERI LANCHANG JLN SERI LANCHANG 02600 PERLIS"
damara.care@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61815&sid=599620EF59CB33584824AD9EAF104418,,DAMARA CARE & HERBS SDN BHD,'2017-08-02,05 - 3136809,"6A, LALUAN MEDAN RAPAT 1 GUNUNG RAPAT IPOH 31350 PERAK"
gendingnusantara1979@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78241&sid=6DCF7F2A6E495A0162E0FDAA0CE7C2EA,,GENDING LUWAK COFFEE SDN BHD,'2017-08-02,019 - 2333318,"1-106, JLN PUJ 3/8, TAMAN PUNJAK JALIL BANDAR PUTRA PERMAI SERI KEMBANGAN 43300 SELANGOR"
changjiang10@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78266&sid=0EB0640FB8A9F06C2EFBE9B851B8D6DE,,CHANG JIANG GLOBAL SDN BHD,'2017-08-02,07 - 5546712,"02-06 JALAN PERWIRA 19 KOMPLEK REKREASI TAMAN TUN UNGKU TUN AMINAH, JOHOR BAHRU 81300 JOHOR"
nbc_marketing_ipoh@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37576&sid=916608A4A7E0B270B90B7C9A20E56D45,,NBC SALES & MARKETING SDN BHD,'2017-08-02,05 - 3229433,"81, LEBUH WIRA JAYA TAMAN RAPAT IPOH 31350 PERAK"
pran.malaysia15@prangroup.net,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61957&sid=20F8B3F404F161E61D1EC0A740510BDC,,PINNACLE FOODS (M) SDN BHD,'2017-08-02,03 - 61573561,"LOT 830 M, N & F KAW PERINDUSTRIAN KAMPUNG JAYA JALAN KUSTA 47000 SELANGOR"
shahfz@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76216&sid=053A2D52358899A92B2F4CDDF263CBDC,,FS NATURAL STORY SDN BHD,'2017-08-02,012 - 3041356,"8-A-1-1, BELVEDERE CENDOMINIUM JALAN 6/63 OFF JALAN TUNKU BUKIT TUNKU 50480 KUALA LUMPUR"
anas_norman@hotmail.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76248&sid=0C14709FF2324C4E6FE65588973816AB,,SWEET FARM ASIA SDN BHD,'2017-08-02,017 - 3488145,"B11, BATU 7 1/2 KAW INDUSTRI MARA KIM JALAN TAMBUN, ULU KINTA 31150 PERAK"
loong_francis@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72162&sid=0711C7B98BE9062AB6EF860D09B3271E,,LSF TRADING,'2017-08-02,05 - 5981960,"44, KAWASAN PERINDUSTRIAN RINGAN FASA 1, JALAN DATO SEE KHOON LIM SUNGAI SIPUT (U) 31100 PERAK"
