EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL,
hl_heng@globe.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5476&sid=088CA9BF10FDCF0855EBD0E057977861,GLOBETRONICS TECHNOLOGY BHD,"PLOT 2, PHASE 4 BAYAN LEPAS FREE TRADE ZONE BAYAN LEPAS 11900 PULAU PINANG",,04 - 6444906,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hamimah@letrikbinatech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73264&sid=686CFF9CB8B760C8B0D39D3D139886C9,LETRIK BINATECH JAYA SDN BHD,"38, JALAN TAMBUR 33/19 SECTION 33, SHAH ALAM TECHNOLOGY PARK SHAH ALAM 40400 SELANGOR",,03 - 51247730,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
aileng_tan@globe.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13578&sid=B1E823038E94542B5D0B08A282FEF884,GLOBETRONICS INDUSTRIES SDN BHD (FORMERLY KNOWN SHINGTEK SDN BHD),"PLOT 2, PHASE 4 BAYAN LEPAS FREE TRADE ZONE BAYAN LEPAS 11900 PULAU PINANG",,04 - 6444906,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kennethgoh@oanbet.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5346&sid=61767221A4CD475CFCAD501D8FC03291,OCEANMAX SDN BHD,LOT 28242 KG JAYA INDUSTRIAL AREA SUNGAI BULOH 47000 SELANGOR,,03 - 61453333,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
throtech.marketing@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3273&sid=C549B194CBBB212D1E8CB7A883CEB1FB,THROTECH INDUSTRIES SDN BHD,"9, JALAN TAHANA TAMPOI INDUSTRIAL ESTATE JOHOR BAHRU 80350 JOHOR",,07 - 2389930,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
albert@ggcircuits.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4325&sid=B2A8E839E5FD9E691FE69D614111E0C2,GG CIRCUITS INDUSTRIES SDN BHD,"18, JALAN RIANG UTAMA GEMBIRA INDUSTRIAL PARK JOHOR BHARU 81200 JOHOR",,07 - 2761288,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hejhb88@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39288&sid=168B6FC651B7B893AF11DBA4F5390239,AQUIVA (M) SDN BHD,31 JALAN PERMAS 9/8 BANDAR BARU PERMAS JAYA JOHOR BAHRU 81750 JOHOR,,07 - 3872885,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@toplink.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3743&sid=C0BB98E37E0DE32CB9EF22DCC2CB7627,TOPLINK TECHNOLOGIES SDN BHD,"31-1 & 31-2, JALAN MEDAN PB 3A, SEKSYEN 9 BANDAR BARU BANGI  43650 SELANGOR",,03 - 89263288,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
alphamail@alphasel.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74587&sid=8DFDAC7573D0B835FC64EC3CFAFA5F44,ALPHA AUTOMATION (SEL) SDN BHD,"5, JALAN PEMBERITA U1/49 TEMASYA INDUSTRIAL PARK, GLENMARIE SHAH ALAM 40150 SELANGOR",,03 - 55693698,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
eric@hoyow.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31101&sid=B72F6F6FCABB81A54D9F9DD7AC7965FA,HO YOW TURNPARTS INDUSTRIAL SDN BHD,"LOT 2115, JALAN BS 7/2, BLOCK D KAW PERINDUSTRIAN BKT SERDANG SERI KEMBANGAN 43300 SELANGOR",,603 - 89488197,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@tcisb.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14835&sid=B6439A506DC294CE2206C4787D7D0B3E,TENAGA CABLE INDUSTRIES SDN BHD,"LOT 2, JALAN P/12 SECTION 10, KAW PERUSAHAAN BANGI BANDAR BARU BANGI 43650 SELANGOR",,03 - 89222678,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@toshiba-ttda.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11914&sid=9D2565FF215BF1EE56F651BACDA384C8,TOPRANK CORPORATION SDN BHD,"1, JALAN SS23/11 TAMAN SEA PETALING JAYA 47300 SELANGOR",,03 - 78063888,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hexa@fibon.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13661&sid=F60EF481324576200D8CE0D2F3585827,HEXA ANALISA SDN BHD,"12A, JALAN 20 TAMAN SRI KLUANG KLUANG 86000 JOHOR",,07 - 7736918,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
gsynergy@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6845&sid=999E72B09CCA6F8CA93926DFDF7D0782,GREAT SYNERGY SDN BHD,"8 & 10, JALAN INDUSTRI PBP 6 TAMAN INDUSTRI PUSAT BANDAR PUCHONG PUCHONG 47100 SELANGOR",,03 - 58823312,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
management@powersystem.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63941&sid=6B9A343F965AB6F307BD36D8CADE12F6,PQE POWER SYSTEM SDN BHD,"LOT 7.02, TANJUNG BANDAR UTAMA, 1 TECH PARK BANDAR UTAMA PETALING JAYA 47800 SELANGOR",,03 - 74914511,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@shamawar.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7146&sid=D21B83CFD680D90DF853E3FF2D9BB148,SHAMAWAR ELEKTRIKA SDN BHD,"NO 30, JLN PEKAKA 8/4, KOTA DAMANSARA PETALING JAYA 47810 SELANGOR",,603 - 61418364,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@macfil.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74897&sid=7D08AB716954735D3AA74BC7ACE8B4C9,MACFIL SDN BHD,22-2 JALAN PRIMA SETAPAK 3 OFF JALAN GENTING KELANG 53300 KUALA LUMPUR,,03 - 40222337,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
llnah@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75430&sid=D1881D78335F2DE2DB0A9538C07E92BA,ECN CABLE SDN BHD,150A-1 JALAN SULTANAH  83000 JOHOR,,016 - 7788888,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
simfonispektrasb@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75710&sid=F08CF0C518A63450F957D3ED39300D45,SIMFONI SPEKTRA SDN BHD,26-1 TINGKAT 1 JALAN NIAGA 14 KOTA TINGGI 81900 JOHOR,,012 - 7035212,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
yeocp@impressive-edge.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78037&sid=DFDB7A03C47E8FC7EADCE7242B1E555F,IMPRESSIVE EDGE SDN BHD,12A JALAN TTC 29 TAMAN TEKNOLOGI CHENG 75250 MELAKA,,06 - 3361977,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@imp-ups.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69155&sid=C895D1B1E7F2C056A7CB0BA236D96C48,INFO-MATIC POWER SDN BHD,5 JALAN 3/27B SECTION 10 WANGSA MAJU 53300 KUALA LUMPUR,,03 - 41428225,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
allnetjb@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78862&sid=EEBCCFE0FDE304D2A9482306C01F6D25,STARCOM ASIA SDN BHD,"44A, JALAN M3 TAMAN MERDEKA BATU BERENDAM 75350 MELAKA",,03 - 3173782,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
SALES@OSVHAZAIR.COM,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78890&sid=382BED4B439CDD9F0CF5AA28030D0E44,OSV ENGINEERING SDN BHD,"118,120,122 JALAN PERMAS 9/7 TAMAN PERMAS JAYA 81750 JOHOR",,07 - 3869520,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@pcolite.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8191&sid=8DC5C470AB9B6E5838E5AE07CA795461,PCO  LITE  ELECTRICAL  SDN BHD,LOT NO. 157880 ( PT 1283 ) OFF  JALAN  DEGONG KAMPAR 31900 PERAK,,05 - 4665313,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
yuda@kkmetal.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6465&sid=FDB8C003F534CF526A8C9B1CDCF43B4A,K.K. METAL PROCESSING SDN. BHD.,"LOT 5206, KAWASAN PERINDUSTRIAN SG. RAMAL, OFF JALAN BALAKONG, SERI KEMBANGAN 43300 SELANGOR",,03 - 89615805,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kengann.lim@khind.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10172&sid=68ECA5D1567960B5EE22144CD3594D18,KHIND-MISTRAL INDUSTRIES SDN BHD,"2, JALAN ASTAKA U8/82 BKT JELUTONG SHAH ALAM 40150 SELANGOR",,03 - 78392150,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hqheating69@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79052&sid=CB6617480196C7355557761FA5BC11FA,HQ HEATING SDN BHD,"69, JALAN LAKSAMANA 6 OFF JALAN SUNGAI JATI TAMAN SENTOSA 41200 SELANGOR",,03 - 51621111,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
jelly.wong@pcom.cc,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9341&sid=02D10A3C8530313E258B8744F81C1F38,PCOM PACIFIC SDN BHD,"9, JALAN TEKNOLOGI 3/5A SINAR DAMANSARA TECHNOLOGY PARK KOTA DAMANSARA, PETALING JAYA 47810 SELANGOR",,03 - 61516090,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
timothychu@ultimateprosystem.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79245&sid=D585A0AAFD9EB7F6FE3BC55A9CD5A80A,ULTIMATE PRO SYSTEM TRADING SDN BHD,"29, JALAN MERU 41050 KLANG SELANGOR DARUL EHSAN 41050 SELANGOR",,03 - 33416866,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
osukamotor@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79378&sid=357057ECF8AFBA065A35E4F31C51990A,LUCKYWARE OSUKA SDN BHD,"13 & 13A, JALAN TELUK TAMAN TANJUNG BATU PAHAT 83000 JOHOR",,07 - 4319999,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
co.chong@upecaem.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8087&sid=18199CED1D38C9B177EEFCB6171D8C5A,UPECA EQUIPMENT MANUFACTURING SDN BHD,"12A, JALAN MERANTI PUCHONG D'25 @ MERANTI PUCHONG PUCHONG 47120 SELANGOR",,03 - 80526389,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
halightingsales@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80270&sid=780780E4074389E40743C3A70720F713,HA LIGHTING WHOLESALES SDN BHD,8 JALAN HARIMAU TARUM CENTURY GARDEN 80250 JOHOR,,07 - 3348243,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hatijah@welding-alloys.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13075&sid=85FF350D283FFE27C72D0F7D00CC7CA7,WELDING ALLOYS (FAR EAST) SDN BHD,"14 & 14A (LOT 1573) JALAN DEWANI, OFF JALAN TAMPOI JOHOR BAHRU 81100 JOHOR",,07 - 3323753,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
spartec2000@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64077&sid=437B88B7269AFC9E457D511E65274DDA,SPARTEC TECHNOLOGIES SDN BHD,6A JLN SULAIMAN 1 TAMAN PUTRA SULAIMAN 68000 SELANGOR,,03 - 42603531,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
omega@ohms.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69531&sid=322AE18374A8CF755A084C869F4A1DBF,OMEGA ENGINEERING SDN BHD,"SUITE 27-01-C, LEVEL 27 MENARA HAW PAR JALAN SULTAN ISMAIL 50250 KUALA LUMPUR",,03 - 20262701,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
erabase@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6654&sid=4C96F403A65BF391825E72BE2C9576A6,TECHNIC PRECISION ENGINEERING SDN BHD,"NO 23, JALAN ISTIMEWA 4, TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM JOHOR 81800 JOHOR",,07 - 8616039,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@interwin.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64535&sid=1E2DC814E754DA71B85189787015A2F9,RANK DESIGN SDN BHD,"10 & 12, JALAN ANGGERIK MOKARA 31/51 KOTA KEMUNING, SECTION 31 SHAH ALAM 40460 SELANGOR",,03 - 51211288,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@tnm.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76209&sid=C61A66B4A1A549B6CBADB1D34BE5299A,T N M MFG SDN BHD,"1, LORONG 3A, KAW MIEL CHERAS JAYA JALAN BALAKONG, BATU 11 BALAKONG, CHERAS 43200 SELANGOR",,03 - 90752722,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
isme@ismesb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76671&sid=F396600C8981C56701CA86A749BE209D,ISME SDN BHD,8 JALAN PS9 TAMAN PRIMA SELAYANG 68100 BATU CAVES 68100 SELANGOR,,03 - 61311388,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
shafiq@callotec.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72762&sid=7D7B5271A2D4F32BA127926D3E6F7132,CALLOTEC SDN BHD,"B-2-12, 101 BOULEVARD JALAN KENARI 5, BANDAR PUCHONG JAYA PUCHONG 47107 SELANGOR",,03 - 80718639,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
aminahgt@yahoo.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75718&sid=EAD47C726D18805EDF3C08AEA34D735F,AMINAH GLOBAL TRADING,LOT 33 JALAN 17/2A TAMAN WILAYAH SELAYANG 68100 KUALA LUMPUR,,017 - 3543006,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@horizon-land.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77455&sid=8C68568BF0468A34FCF3E87A944EB1D0,HORIZON LAND SDN BHD,"25A & B, SUNWAY PRIMA LINTANG SUNGAI TIRAM 5 BAYAN LEPAS, PENANG 11900 PULAU PINANG",,04 - 6463636,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
annchai84@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78051&sid=159F8E87E3C1E6B81E2CB1D708CF6AF5,TRIANGLE POWER ENTERPRISE,"LOT 31, 14 JALAN PASAR BARU MARKET HALL WILAYAH PERSEKUTUAN 55100 KUALA LUMPUR",,03 - 92246131,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@riger.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8841&sid=8BCA22030CED26513E8C8C455E05B1EE,RIGER CORPORATION (M) SDN BHD,"UNIT 1058, 10TH  FLOOR, BLOCK A-2 PUSAT DAGANG SETIA JAYA JLN PJS 8/9 SUNWAY, PETALING JAYA 46150 SELANGOR",,03 - 78752888,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
laikin@mayplastics.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78030&sid=E62F33BEC92F525959D006028FC8C1C4,MAY-PLASTICS MANUFACTURER SDN BHD,"LOT 676 19 ½ MILES, JALAN RAWANG RAWANG 48000 SELANGOR",,03 - 60913312,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@foundpac.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59342&sid=E8CA33A1FB2AD9DC12699AFEE0AFDF4C,FOUNDPAC TECHNOLOGIES SDN BHD,"PLOT 35, HILIR SUNGAI KELUANG 2 BAYAN LEPAS NON-FREE INDUSTRIAL ZONE PHASE IV BAYAN LEPAS 11900 PULAU PINANG",,04 - 6309336,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kathyng@fotien.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3974&sid=6B48A9DDA4BFC81E858C08701BB8203B,FOTIEN (M) SDN BHD,"1-S, JALAN BERIKSA 2 AIR ITAM  11500 PULAU PINANG",,04 - 8269326,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mlchan@econtroltech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13394&sid=91B20EF216405B181DA8EB4DD24228CA,E-CONTROL TECHNOLOGY SDN BHD,"8 & 10, JALAN PK 6 TAMAN PERINDUSTRIAN KRUBONG  75250 MELAKA",,06 - 3364255,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
allan_chow@aasmsb.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11830&sid=6EFC2743DABC19E7E29BE03FC972572A,ALARM & AUTOMATION SUPPLIES (M) SDN BHD,"2, JALAN 51/202 OFF JALAN PENCHALA (INDUSTRIAL AREA) PETALING JAYA 46050 SELANGOR",,03 - 77814370,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
cptan@lep.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11804&sid=36D0AF3665E2543FF26091AB15D7426E,LEP PRECISION COMPONENTS SDN BHD,"26 & 28,  JALAN 5 OFF JALAN BKT RIMAU,  BKT KEMUNING SECTION  32,  SHAH ALAM 42450 SELANGOR",,03 - 51223172,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
tee@mrmy.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8838&sid=41D7BF19067EF46FA15EEADC98139218,MULTI NET RESOURCES SDN BHD,"55, TAMAN TANGKAK JAYA TANGKAK  84900 JOHOR",,06 - 9788988,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
powerco@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2960&sid=B842EBCEF2E2E67D32B79EE41690302A,POWERCO LETRIK USAHA (KOTA KINABALU) SDN BHD,"TAMAN NOSOOB, 4 1/2 MILE JALAN PENAMPANG KOTA KINABALU P.O. BOX 524, PENAMPANG 89507 SABAH",,088 - 716222,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@symmid.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13891&sid=F07D9655CE5D0B5B68F50DE7E96A3328,SYMMID CORPORATION SDN BHD,"T2-L05-2, LEVEL 5, TOWER 2, JAYA 33 NO 3, JALAN SEMANGAT, SEKSYEN 13 PETALING JAYA 46100 SELANGOR",,03 - 79691000,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
khalid_akhalid@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50898&sid=F9DA07E4C90D475E0270EF0C70E37D95,KCC ENGINEERING SDN BHD,"NO 7, HILIR SUNGAI KELUANG 1 BAYAN LEPAS FREE INDUSTRIAL ZONE PHASE 4, BAYAN LEPAS 11900 PULAU PINANG",,04 - 3830492,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ledworksjb@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58527&sid=FEDD8B8794FB945EACFE3B133C25BAD7,LEDWORKS SDN BHD,"39-01, JALAN MOLEK 2/1 TAMAN MOLEK JOHOR BAHRU 81100 JOHOR",,07 - 3528463,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
arshad@kulimcivilworks.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60290&sid=BE4E497012E96E9E6E862599659AC887,KULIM CIVILWORKS SDN BHD,LADANG ULU TIRAM P.O. BOX 705  80990 JOHOR,,07 - 8633677,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@alton.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72610&sid=057AF80FF8D5CA00A789695F81DC88F8,ALTON CONTROLS SDN BHD,34A JALAN HUJAN RAHMAT 3 TAMAN OVERSEAS UNION 58200 KUALA LUMPUR,,03 - 77812198,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@cashregistermachine.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73804&sid=5FBA0E6778644FF70BF5A1ABAA5B69BB,STORE AUTOMATION SYSTEM SDN BHD,LOT 582 JLN 20 TAMAN PERINDUSTRIAN EHSAN JAYA 52100 KUALA LUMPUR,,03 - 62734155,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kennytan@newbillion.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9954&sid=CDD240141F17729DB1BEFB4A1F621D04,NEWBILLION INDUSTRIES (M) SDN BHD,"LOT 4164, MK 14 PERMATANG TINGGI BKT MERTAJAM, P.W 14000 PULAU PINANG",,04 - 5886605,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@matrixpower.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11751&sid=55A91BA0B0595CB9C056DCDDE287ABEB,MATRIX POWER SERVICES SDN BHD,"LOT 9, JALAN P/7, SECTION 13 KAW PERINDUSTRIAN BANGI BANDAR BARU BANGI 43650 SELANGOR",,03 - 89264942,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ohahboo@aceenc.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3562&sid=E01A8B0C43C284F5834E9DDC58FCB156,ACE ENCLOSURES SDN BHD,"1510, JALAN BKT TAMBUN SIMPANG AMPAT SEBERANG PERAI SELATAN 14100 PULAU PINANG",,04 - 5888203,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@ace.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58239&sid=63403459C180D62BDD754AE98B9DCCAA,ACE DOT MY SDN BHD,"11-G, JALAN BUKIT KECIL 1A BAYAN LEPAS  11900 PULAU PINANG",,04 - 6455333,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
amranalambiz@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3691&sid=B387AA35D43E917518956C5F91E2632C,A.J.V. ELECTRONIC DEVICES (M) SDN BHD,"C-G-14 SME TECHNOPRENEUR CENTRE 2270, JALAN USAHAWAN 2 CYBERJAYA 63000 SELANGOR",,03 - 83196218,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
my3dprinters@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67358&sid=5B74F5A4D1C009075E9F3E78A2F7E89D,3D PRINTER SDN BHD,C-05-01 SUNWAY GIZA DATARAN SUNWAY KOTA DAMANSARA 47810 SELANGOR,,03 - 61517811,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
wegatech@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85245&sid=36CC1E959CA84062467C757E6A7ECCA0,WEGATECH ELECTRONIC,NO. 80 LEVEL 20 JALAN AMPANG 50450 KUALA LUMPUR,,03 - 20263463,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@childhoodbasic.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85554&sid=9BF75B5BDA0D8DADF4271DD5EA3DA122,CHILDHOOD BASIC MARKETING SDN BHD,L2 JLN ML 16 ML16 INDUSTRIAL PARK 43300 SELANGOR,,03 - 89641841,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ykyim8@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14475&sid=1A1C000331BBADFA28B20136EA29915D,ANCOM COMPONENTS SDN BHD,7 JALAN EMPAT OFF JALAN CHAN SOW LIN 52200 KUALA LUMPUR,,03 - 92230288,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hk.koay@silq.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44135&sid=6842997C9A858DCE4CAC87B96FD7E96F,SILQ (MALAYSIA) SDN BHD,"149, JALAN SULTAN AZLAN SHAH TAMAN PERINDUSTRIAN BAYAN LEPAS FASA 1 (FTZ), BAYAN LEPAS 11900 PULAU PINANG",,04 - 6469405,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
lydia@bh-electronics.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85579&sid=5670FD5977FC40CFFDCDCA92470BC426,VITRUM LIGHTING SDN BHD,232 LEBUH KAMPUNG JAWA FASA III 11900 PULAU PINANG,,04 - 6384313,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
