CONAME,BIZADD,DATE_SCRAPED,HREF,EMAIL,TEL,FAILMSG 
POINTRAY (MALAYSIA) SDN BHD,"6-2 JLN 8/23E, TAMAN DANAU KOTA OFF JLN GENTING KELANG SETAPAK 53300 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8544&sid=23771AC05F68AD3CC7B9F691D6B2DA90,badri@pointray.com.my,03 - 41420052,
MAA AGRO RESOURCES,"NO 29, TINGKAT 1, JALAN DELIMA 2 TAMAN SERI DELIMA SIMPANG AMPAT 14100 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84191&sid=C66DF14C08CBD6AC2C23C81E98A9D115,maagroresources@gmail.com,04 - 5026363,
GREEN FARM AGRICULTURE SDN BHD,21 JALAN PK 11 TAMAN PERINDUSTRIAN KRUBUNG 75250 MELAKA,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84966&sid=172B2046F8A51212C241307B59DB3B49,greenfarm68@hotmail.com,06 - 3363339,
CASA ADVANCE SDN BHD,"H3-A-3, LEVEL 3A, BLOCK H, GARDEN OFFICE @ ENCORP STRAND 12 JALAN PJU 5/1, KOTA DAMANSARA, PETALING JAYA 47810 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84635&sid=8C541C7230930C9E33554E897D2D6604,afif@rinani.com.my,03 - 61517271,
TKC HERBAL NURSERY SDN BHD,"PUSAT PERTANIAN PANTAI BARU BATU 7, JALAN JELEBU KG PANTAI 71770 NEGERI SEMBILAN",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84707&sid=821912ED22CCD4533462F97760E8C75F,tiang@yikpohling.com.my,016 - 6666516,
BORNEO MARINE GROUPERS SDN BHD,F-827 FIRST FLOOR 1 BORNEO HYPERMALL JALAN SULAMAN 88400 SABAH,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84706&sid=297F76875B1E9D87CF7F7B8D04A0191C,marvin99@gmail.com,012 - 3117376,
DESARIA FOOD SDN BHD,"UNIT PK-2-01, PLAZA DESARIA 1, JALAN DESARIA, BATU 18 SG. RASAU, KG. PULAU MERANTI, PUCHONG 47120 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78150&sid=F0E28965D930CC0563DAC0A5E9F2ADB6,admin@desariafood.com,03 - 80622633,
AVM EXCELLENT MARKETING,NO. 35 JALAN TUN H.S.LEE KUALA LUMPUR 50000 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85059&sid=CB659BC36A7F1FF86609C76C8C20D06F,avmexcellent2015@gmail.com,012 - 9289786,
LT GLOBAL RESOURCES SDN BHD,16-1A JALAN PERDANA 6/8B TAMAN PANDAN PERDANA 56100 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85080&sid=02BD6E43E362F491FBB9397357637607,kopipang.luwak@gmail.com,012 - 3090470,
LEGEND FLOUR (M) SDN BHD,"21, JALAN SERI BAIDURI 5 TAMAN SERI BAIDURI BANDAR TEKNOLOGI KAJANG 43500 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85575&sid=23F725A84FAAD8C418E8BF1C79107A08,sales@legendflour.com,03 - 87237608,
FRUITA RAMA SDN BHD,"UNIT B-06-13, EMPIRE SOHO JALAN SS16/1 SUBANG JAYA 47500 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85640&sid=15B1AE06A7454ED772F1CF77F585F9FB,des.lee@fruitarama.com,03 - 56125929,
CELEBRITY MARKETING SDN BHD,2A-1 JALAN USJ21/6 USJ21 47620 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85644&sid=2139E15CB0230965C5BDEEA2B544CFC2,ginny@bronzerm.com,03 - 80215171,
GREENPLUS ENTERPRISE,"11, LORONG MEGAH JAYA 2 TAMAN MEGAH JAYA AYER TAWAR 32400 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85745&sid=CD2D301483F620280F08DF108DDAC566,jameslee1133@gmail.com,016 - 4401133,
DIYOU FUTURE BIOMASS SDN BHD,"20-1, JALAN JURUREKA U1/40 HICOM GLENMARIE INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85688&sid=5FBBD64205A1542D7C4C3081250FD7C5,info@dfbiomass.com.my,03 - 55699769,
AGROSEGAR SDN BHD,26 JELUTONG PRIME JALAN RUANG U8/109 BUKIT JELUTONG SECTION U8 SHAH ALAM 40150 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85740&sid=C1B60EF7FF1B6F09FE8F308D56317F15,agrosegar_sb@yahoo.com,03 - 78599412,
SHAWAL IMPEX,135 JALAN TAMING SARI TAIPING 34000 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85893&sid=EEC10A20E314C9D51B2F77E144B0D226,shawalimpex15@gmail.com,016 - 5309786,
KAZZ HIDROPONIK DOMESTIK,"MELAKA INTERNATIONAL BOWLING CENTRE (MIBC) JALAN KONVENSYEN, LINGKARAN MITC HANG TUAH JAYA, AYER KEROH 75450 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=32984&sid=6D357F2864CE11736437BB0673114E3B,kazzhidroponik@gmail.com,06 - 2317310,
THH VENTURES SDN BHD,59-1 JLN AIRPORT CITY 1 AIRPORT CITY BUSINESS CENTRE 43900 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86117&sid=3593118799E75D17C95AEE4A5D3AC41E,hasnah@thhventures.com,03 - 87061782,
AGRIFERT MALAYSIA SDN BHD,"LEVEL 17, PJ TOWER, NO 18 JALAN PERSIARAN BARAT OFF JALAN TIMUR PETALING JAYA 46050 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86405&sid=D42D5142CD598777C4E0A39E26A3FA43,andy.lim@agrifert.com.my,03 - 79577644,
NUTRACREME SDN BHD,"BLOCK TG1-11 UPM-MTDC TECHNOLOGY CENTRE OFF LEBUH SILIKON, UPM 43400 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56901&sid=2DE92FC36AA9A518760891293544A580,inquiry@nutracreme.com,03 - 89530001,
BUTTERWORTH ICEWORKS SDN BHD,"4402, JALAN CHAIN FERRY BUTTERWORTH  12100 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2599&sid=E78CFE080976544831D0200B5449AA40,rosyng@fresh.com.my,04 - 3333388,
GOLDEN FRESH SDN BHD,"4572, JALAN CHAIN FERRY BUTTERWORTH  12100 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4076&sid=E3EE94746EE4EC17510E6A36A3FB30A5,cstang@fresh.com.my,04 - 3333388,
TMKAY FERTILIZERS SDN BHD,"LOT 55709, WEST PORT DRY BULK, TERMINAL 2 PULAU INDAH PORT KLANG 42920 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86563&sid=37CDD6419C6CEA31DEE84AE313A515D6,andy.lim@agrifert.com.my,03 - 31011111,
KUOK SUI SEA PRODUCTS INDUSTRIES (S) SDN BHD,"LOT 3790, BLOCK 9 SEDUAN LAND DISTRICT, LANANG BARAT ROAD SIBU 96000 SARAWAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2141&sid=65B8000888805DE124090EC68DAEC5E9,vincent.ung@cck.com.my,084 - 316919,
HASIRIA SENDIRIAN BERHAD,"31-1, 1ST FLOOR, JALAN PJS 3/32,TAMAN SRI MANJA PETALING JAYA 46000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8647&sid=754DBAD9989BF8FFCDD8ED44D3757F85,hasiriamarketing@yahoo.com,03 - 77848786,
AGRI EXPORT (M) SDN BHD,"LEVEL 17, PJ TOWER 18 JALAN PERSIARAN BARAT OFF JALAN TIMUR, PETALING JAYA 46050 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86562&sid=A004794643763EA89A3C95FBD530DF8F,andy.lim@agrifert.com.my,03 - 79577644,
OPRILAND HOLDINGS SDN BHD,12-3 JALAN JELATEK 2 JELATEK BUSINESS CENTRE 54200 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87005&sid=450D0F7EC71F856EFFE62DBD3F6F8769,oprilandholdings@gmail.com,03 - 42525015,
PUBLIKA VEGE DISTRIBUTION,F 120 BLUE VALEEY CAMERON HIGHLANDS 39010 PAHANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79796&sid=B7BD94C74203FB01328BBFF738C76051,publikavege@gmail.com,013 - 3933159,
NANOTECH MULTI MARKETING SDN BHD,"40A, JALAN SJ17 TAMAN SELAYANG JAYA  68100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86834&sid=62021875C9B4092190751C214538A5B4,admin@nariotech.com,03 - 61202658,
BORNEO ZEN,"LOT A03-18, 3RD FLOOR BLOK A WARISAN SQUARE, KOTA KINABQALU 88000 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78513&sid=D4BB56156D4F83380834778A6D834F2F,borneozensabah@gmail.com,088 - 263232,
WORLD GRID RESOURCES SDN BHD,1029 LORONG PERUSAHAAN DUA PRAI INDUSTRIAL COMPLEX PRAI 13600 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81603&sid=AA94CC5C7BC781008D67DB498F866EBE,geraldng@wgr.com.my,04 - 3999986,
HAN YAW ENTERPRISE SDN BHD,"LOT 8D, BLOK 42 TINGKAT 1, LORONG 5 P.O.BOX 2300, SANDAKAN 90726 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36924&sid=F39FB1F8C37EF0610F5A8E86EF03B038,sales@hanyaw.com.my,089 - 212073,
STEKKEN SDN BHD,8 JALAN TEMOH TAMAN KUNING EMAS TAPAH 35000 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41379&sid=07AD458583DD116ACE5F1CCA50C6F608,enquiry@stekken.com,03 - 62110638,
DR. RAHMATULLAH HOLDINGS SDN BHD,6716 PENGKALAN TAMBANG PERMATANG PASIR 13500 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90365&sid=097DBC3DB7E76B760EE943C7B85933C9,finafmattress@yahoo.com.my,04 - 3901971,
IGY TECHNOLOGY SDN. BHD.,23-03 JALAN KENARI 19A BANDAR PUCHONG JAYA PUCHONG 47100 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92136&sid=E9C3E4FC5658265C5CEA649DF1A84C97,ccmsb1@hotmail.com,03 - 80706066,
EMMERWORLDWIDE SDN BHD,NO 59 PERSIARAN TUNA SEBERANG JAYA PERAI 13700 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92142&sid=3DC36DE18A32C28D0F187E78DD96A97C,wiseaniq@gmail.com,012 - 4848589,
JFAM GLOBAL TRADING SDN BHD,OFFICE SUITE 3.1 UITM-MTDC TECHNOPRENEUR CENTRE UNIVERSITI TEKNOLOGI MARA SHAH ALAM 40450 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92186&sid=C0A307C902AFCE8CA9206B107DCCC3DB,aniza.jfam@gmail.com,010 - 7804464,
PIAU KEE LIVE & FROZEN SEAFOODS SDN BHD,"LOT 6, JALAN 10, OFF JALAN KUARI KG CHERAS BARU  56100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7004&sid=DA979E1E83D062CE740CDA2D8C4168D5,info@piaukee.com,03 - 42938888,
TIT ENTERPRISE,"117, JLAN KEMUNING 5 SG PASIR INDUSTRIAL PARK,SG PASIR SG. PASIR 08000 KEDAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70187&sid=00381E4DAD05FADDFF76D2E4514965FA,hkimtit@yahoo.com,04 - 4319117,
SNAPPER FOOD SDN BHD,9G JALAN PUTRA 5 TAMAN PUTRA KAJANG 43000 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73638&sid=4351A7AA3E2032A4CF47F7E3481CA01A,snapperfood@gmail.com,03 - 87417575,
ORGANIC PLUS INTERNATIONAL SDN BHD,34-1 LORONG HARUAN 5/2 OAKLAND COMMERCE SQUARE SEREMBAN 70300 NEGERI SEMBILAN,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71905&sid=392940F18FAE3DDB72B86C469D36F5AA,gctat97@yahoo.com,06 - 6012580,
HUMIBOX (M) SDN BHD,"NO 1033 TINGKAT 3 BATU 7, JLN IPOH BATU CAVES 68100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56586&sid=ABC9D420A716547A7813CCA7C7C813F5,humibox@humibox.com,03 - 61851898,
DINXINGS (M) SDN BHD,"40, BATU 17 JLN GURUN GUAR CHEMPEDAK 08300 KEDAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63013&sid=82DC507201FF9CC066EC332DAC309113,ken@dinxings.com.my,04 - 4477932,
WELLGROW FARM PRODUCTS DISTRIBUTOR,"NO 20, JALAN PEKAKA 8/10 KOTA DAMANSARA PETALING JAYA 47810 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8742&sid=909A81E237B6A986255EB00A21235861,mcw168@gmail.com,03 - 61572156,
DEEMA TUJUH TUJUH,"5, JALAN SEKOLAH FELDA LUBUK MERBAU PENDANG 06710 KEDAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63046&sid=7C7CC9CA88917F43AE1E869FBBBF162C,dindaniel777@yahoo.com,04 - 7521041,
INFINITE AGRO,NO 17 TINGKAT 1 JALAN BESAR TAMAN TANGLING JAYA SIMPANG AMPAT 14100 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92762&sid=B884CBB3812375A84513260F7146F9DC,ramenraj@ramenagro.com,016 - 4402833,
SHS DISTRIBUTION PLT,52 LORONG PENAGA 1 TAMAN PENAGA 1 09000 KEDAH,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86123&sid=87A242C639531F41A16FE3CAEC82161B,info@shs-resources.com,012 - 2782948,
SINERGI ALAM SDN BHD,2G-4 PUSAT DAERAH SECTION 6 SHAH ALAM 40450 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88023&sid=D265BF181F12ED510697CD36D24A5DCC,sinergialam07@yahoo.com,016 - 7168687,
F AND F FRUITS & FOODS HOLDING SDN BHD,SUITE 30C 3RD FLOOR WISMA TCL 470 JALAN IPOH 3RD MILE 51200 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88044&sid=97485971FD5860EC4B49FEDE9044C327,fnfholding@gmail.com,012 - 5385922,
FRUITS TECH SDN BHD,"M1, JALAN ML 16 ML16 INDUSTRIAL PARK SERI KEMBANGAN 43300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88021&sid=4D1F32C03A741CB6E09DD407BABE244F,fruitstechsb@gmail.com,03 - 89641833,
ERAFEED SDN BHD,"LOT 4089, JALAN P4/8 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54947&sid=D782052E3EC3F65ABA53B5E097667D5D,bltan@erafeed.com,03 - 87249288,
PRIMARY TRACK SDN BHD,"LOT 220, SUNGAI PINANG 5/7 SECTION 5, PHASE 2A PULAU INDAH INDUSTRIAL PARK 42920 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88110&sid=23AEF204237BC91E09F91CE681D1C9B2,ptsbmalaysia@gmail.com,03 - 31014769,
AANT ENTERPRISE,"NO59A, KG BUKIT ANGKAT SG CHUA, 43000 KAJANG SELANGOR 43000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56817&sid=6FAD7EA3FB9F69C21D67593FBA9980B0,aantenterprise@hotmail.my,016 - 6242276,
RAMLY FOOD MARKETING SDN BHD,"1, JALAN 2/118C DESA TUN RAZAK CHERAS 56000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9528&sid=776BBD36CBA47B4A3A05081182B5ECFD,prmsb@ramly.com.my,03 - 91737455,
CITA HANDAL SDN BHD,"1, JALAN CERUNAN TUNKU OFF DALAMAN TUNKU BUKIT TUNKU 50480 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88589&sid=993ED5739E866F41C06B1F89198FC89E,afiah@citahandal.com,03 - 62110350,
REAL MAGIC TECHNOLOGY SDN BHD,"28 1ST FLR, JALAN TAMBUN INDAH 1 TAMAN TAMBUN INDAH SIMPANG AMPAT 14100 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36827&sid=A4A16D6F7639FFD63FA63551880C5CFC,kkchang@realmagic-tech.com,04 - 5889988,
IRIS CORPORATION BERHAD,IRIS SMART TECHNOLOGY COMPLEX TECHNOLOGY PARK MALAYSIA BKT JALIL 57000 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34639&sid=8A738E316EFCD1BDA53282910E4EEB22,linchong@iris.com.my,03 - 89960788,
RK CAPITAL SDN BHD,"L-7-1, LEVEL 7, BLOCK L 2, JALAN SOLARIS, MONT KIARA KUALA LUMPUR MALAYSIA 50480 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88241&sid=14B193223FA5A279F7F21C49F5E06A74,info@rk-capital.com,03 - 62000632,
FLORA BEE HIVE ENTERPRISE SDN BHD,VSQ TOWERS BLOCK 5-15-5 JALAN UTARA SECTION 52 PETALING JAYA 46200 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89044&sid=D2C6F4B78E9020EB2D4569B9CDB5F988,sales@fbhmalaysia.com,03 - 79324099,
INDIVASIA SDN BHD,"63C, JALAN ANGGERIK VANILLA N31/N SECTION 31, KOTA KEMUNING SHAH ALAM 40460 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60874&sid=D337A6A0C6E7D6F46A389B740BA46B06,jennifer@indiv.com,03 - 51318686,
BEST AND TASTY SEAFOOD ENTERPRISE,"824 JALAN PASIR PINJI 12, PASIR PINJI IPOH 31650 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60785&sid=E41AC6C37D9C18504ADBCBD64CBA6D3D,ongchailing@gmail.com,012 - 6315132,
SCS LABORATORIES,"73A, JALAN PERDANA 6/4 PANDAN PERDANA  55300 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15972&sid=F77DCE1930E03B0C9B3E7376249BE92F,scslabs@tm.net.my,03 - 92005407,
SIME DARBY BERHAD,19TH FLOOR WISMA SIME DARBY JALAN RAJA LAUT 50350 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9124&sid=85134A5AC8D7F2E820F697B37BA36748,communications@simedarby.com,03 - 26914122,
KUANJU SDN BHD,312-E JALAN PERAK  11600 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2471&sid=1BE6D07C884EA200139E4A949649463C,shh1612@gmail.com,04 - 2814187,
SENG ENTERPRISE SEAFOOD SUPPLIER (1986) SDN BHD,117 & 123 JALAN PATANI  10150 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62202&sid=34F2ABF4737D3733B633050F27386C55,info@sengenterprise.com,012 - 9329844,
TITI ECO FARM RESORT SDN BHD,"28, JLN SS1/22 KAMPUNG TUNGKU PETALING JAYA 47300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65768&sid=DEE12F6123E58414036707C493D727A1,info@titieco.com.my,03 - 78748122,
INDOSPICE SDN BHD,16 JALAN HAMILTON  11600 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57142&sid=487053F35D0BD7B461E8E8564A0E8B32,spices@indospice.com.my,04 - 2831053,
PRISTINE DISTRIBUTIONS (KL) SDN BHD,"22C & D, GERBANG MIDLANDS   10250 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13411&sid=10C809F2F1FC2909130AD1D2781291C8,sharon@grandsumo.com,04 - 2278333,
NRB FOOD INDUSTRIES,"MELAKA HALAL HUB PLOT 28, JALAN EP SERKAM 8 TAMAN ESTET PERINDUSTRIAN SERKAM, MERLIMAU 77300 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48887&sid=B83BDC56D65E0E93F98B91DFD22C3036,malaga.nrbfood@yahoo.com,06 - 2633633,
LC FINE FOOD SDN BHD,"LOT 7, JLN PERINDUSTRIAN SG BALAK 1/1 KAW PERINDUSTRIAN SG BALAK KAJANG 43000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10491&sid=579F94ECB433845CA24F5A5FB58F36CD,enquiry@sweet-corn.com.my,03 - 87334943,
MALAYSIAN FRESH FOODS SDN BHD,"A5-11 5TH FLOOR, BLOCK A PLAZA DWITASIK BANDAR SRI PERMAISURI 56000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41823&sid=F26015E78104CFC92CA69B381824CBC6,info@malaysiansfood.com,03 - 91732135,
NU OLIEN ENTERPRISE,"9, JALAN MELURSARI 4 BANDAR SG BUAYA RAWANG 48010 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41683&sid=42A283076903A688FF8D4757C6B42538,bioxideman@gmail.com,03 - 60214718,
A&Z SUTERA MAYA ENTERPRISE,AG 6430 JALAN KENANGA TAMAN SRI KELEMAK ALOR GAJAH 78000 MELAKA,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41851&sid=29466C3B25B2770B143C05E649358127,anz_suteramaya@yahoo.com,06 - 5569495,
CAB CAKARAN CORPORATION BERHAD,"PLOT 21, LORONG JELAWAT 4 SEBERANG JAYA INDUSTRIAL PARK SEBERANG JAYA, PERAI 13700 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9961&sid=07F7E1EBACEE165C975F2060509E7853,melvin_saw@cab.com.my,04 - 3982233,
FNE SYNERGY SDN BHD,SUITE 3-16 IOI BOULEVARD JALAN KENARI 6 BANDAR PUCHONG JAYA PUCHONG 47100 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39012&sid=45815F424541D56AC43333300949183A,fnesynergy@gmail.com,012 - 3837275,
ORIENTAL COAST SDN BHD,"18, 20 & 22 JALAN SERI SULONG 27/A TAMAN INDUSTRI SRI SULONG PARIT SULONG BATU PAHAT 83500 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38462&sid=58A8CBA1762551EF6BA3D60E6ACB8192,evelyn@ah-hai.com,012 - 7200095,
PUYUMAS FARMBEST SDN BHD,"LOT 684 & 688, 9 1/2 MILE BKT BALAI DURIAN TUNGGAL 76100 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15897&sid=8A14706338A5D1DAB52DEBA415F4C461,puyumas@yahoo.com.my,06 - 5534188,
TIMURIKAN TRENGGANU SDN BHD,"583, JALAN PERI LAMA KG TANJUNG GEMOK KUALA ROMPIN 26820 PAHANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39332&sid=71C166C6931B33DC0FA42E4E5D7C27C8,enquiry@timurikan.com,09 - 4132684,
WCH ENTERPRISE SDN BHD,"1& 2, JALAN TPK 2/6   47100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39281&sid=000B29328ECB6B3E0B79990632A6897E,kpwong@masterschoice.com.my,03 - 80763388,
MILLENNIUM FOOD CORPORATION SDN BHD,50 JALAN PJU 1A/14 ARA DAMANSARA PETALING JAYA 46050 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40275&sid=C5AD2F2BA70BF67E2BFAC11C528D2FA1,jptan53@palmproducts.com.my,03 - 78456188,
GUAN HIAP BEE HARDWARE SDN BHD,2419 JALAN PERUSAHAAN 3 PRAI INDUSTRIAL ESTATE PRAI 13400 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10957&sid=64BF180E8291D9989897400970E85219,jcong@ghb.com.my,04 - 3316685,
RUMPUN BERKAT SDN BHD,"45A, JLN URANUS U5/A5 SECTION U5 SHAH ALAM 40150 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15150&sid=2B15F7673113356CB4A029CF5A03F4B2,shahkhir@zikay.com,03 - 78421553,
AURIGINAL ENTERPRISE,"5-10-1 JLN 14/155B AKED ESPLANADE, BKT JALIL  57000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40273&sid=698022A580AFC3D1167A8BAE80C968F9,jamezter13@gmail.com,03 - 89939272,
