BIZADD,EMAIL,DATE_SCRAPED,CONAME,FAILMSG,TEL,HREF 
A-1-1 JALAN PUSAT NIAGA KLIA 2 NILAI 71800 NEGERI SEMBILAN,indglobalresources@gmail.com,'2017-08-02,I&D GLOBAL RESOURCES SDN BHD,,06 - 7911768,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58876&sid=DBA5836C3FD0F549E2379A7BA8271580
"61A, JALAN SS21/37 DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR",aalborg@aalborgportland.com.my,'2017-08-02,AALBORG PORTLAND MALAYSIA SDN BHD,,05 - 3218988,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11542&sid=96BD8FEC60B4D88D6E3CB6A50FE8EB08
14 JALAN TS 6/6 TAMAN INDUSTRI SUBANG SUBANG JAYA 47510 SELANGOR,sclee@empicocoating.com.my,'2017-08-02,EMPICO COATING SDN BHD,,03 - 56377318,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37293&sid=43489F58EF3BF30B54BE63A001C97094
"PLOT 1575, TINGKAT PERUSAHAAN 5A KAWASAN PERUSAHAAN PRAI 13600 PRAI, PENANG 13600 PULAU PINANG",info@cvmsb.com,'2017-08-02,CHUAH VALVES MANUFACTURING SDN BHD,,04 - 3970630,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3488&sid=63CC3660CEB3FC7A5FCFAF33FB096FC4
"LOT 5834, JALAN PERUSAHAAN 3, KAMUNTING INDUSTRIAL ESTATE, KAMUNTING 34600 PERAK",azila@puprofile.com,'2017-08-02,PU PROFILE SDN BHD,,605 - 891 2188,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13581&sid=F6D6E227EEA2E323C5DD08EDD9B20D0F
"12,JALAN TIB 1/3 TAMAN INDUSTRI BOLTON BATU CAVES 68100 SELANGOR",work@froscoweb.com,'2017-08-02,FROSCO (M) SDN BHD,,03 - 61859262,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15515&sid=47821B5FBA1DE05B735B1924B25F17B8
"14640, BLOCK 11 432 HEIGHTS DRIVE JALAN STUTONG 93350 SARAWAK",info@ahe-online.com,'2017-08-02,AHE-RENSHOU GROUP SDN BHD,,082 - 253878,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43082&sid=5B1422A23A31E62BC9806310D5276430
"LOT 3253 24TH MILE, JALAN AIR HITAM KULAI 81000 JOHOR",raymond@mareatech.com,'2017-08-02,MAREATECH CORPORATION SDN BHD,,016 - 7160998,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11036&sid=1BA5FA685F6ACDD0C1BA46F4DE9C23A6
"LOT 6513, COMPOSITES TECHNOLOGY CITY BATU BERENDAM AIRPORT  75350 MELAKA",leapfrg@po.jaring.my,'2017-08-02,DK COMPOSITES SDN BHD,,06 - 3177928,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4459&sid=E96915B21494446698C0184402D54E22
"21, JALAN BESTARI 12/2 TAMAN NUSA BESTARI SKUDAI 81300 JOHOR",deccoro@hotmail.com,'2017-08-02,HOME SUITE HOME ONESTOP SUPERSTORE SDN BHD,,07 - 5574866,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53237&sid=C30E5A5AD4813E663E2A897B5254FEC8
C-3A-9 JALAN 2/142A MEGAN PHOENIX 56000 KUALA LUMPUR,andrew@elegantbiz.com,'2017-08-02,ELEGANT BIZ SDN BHD,,03 - 91012603,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54895&sid=936FFFA2C87175E999C16531510C05F1
PT 6788 JALAN BEDENA TAMAN SERI BEDENA SUNGAI BESAR 45300 SELANGOR,chia9318@streamyx.com,'2017-08-02,LIAN ON HARDWARE TRADING,,03 - 32242923,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42472&sid=7EAE5B7E10DF8507AD8F9F20305A3A91
"C/O SUITE 19.01, LEVEL 19, THE GARDEN NORTH TOWER MID VALLEY CITY, LINGKARAN SYED PUTRA  59200 KUALA LUMPUR",stuart_c8@yahoo.com,'2017-08-02,PPI INDUSTRIES SDN BHD,,03 - 26856800,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13762&sid=1CEE465551255A07B6FB0AED3FDCD442
"48-50, JALAN PJS 8/6 BANDAR SUNWAY PETALING JAYA 46150 SELANGOR",lsyong2318@yahoo.com.cn,'2017-08-02,RESTREES ECO SDN BHD,,03 - 56334459,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43593&sid=B7BABADCCC21EFF8DCBF7B6F00FE6F18
"LOT 265, JALAN FIRMA 3 KAW PERINDUSTRIAN TEBRAU 4 JOHOR BAHRU 81100 JOHOR",lynda@multifibre.com,'2017-08-02,MULTI-FIBRE SDN BHD,,07 - 3578888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14032&sid=A29BC41B6A186D61B3B23BECB5BE559C
"LOT 6, JALAN INDUSTRI 3/2 RAWANG INTERGRATED INDUSTRIAL PARK RAWANG 48000 SELANGOR",techplas@gmail.com,'2017-08-02,PROMINENT IMAGE SDN BHD,,03 - 60920115,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2315&sid=9D88DB86923145B454F91E6779D1082B
"21-1, JALAN BULAN B2, U5/B2 BANDAR PINGGIRAN SUBANG SEKSYEN U5, SHAH ALAM 40150 SELANGOR",viworldmrktg@gmail.com,'2017-08-02,WIN WORLD MARKETING SDN BHD,,03 - 78476019,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50942&sid=7CCA03E897C5E62559BB75C6EF66E81B
"LOT 27, JALAN PERINDUSTRIAN 4 KAW PERINDUSTRIAN SENAI, FASA II SENAI 81400 JOHOR",admin@durabon.com,'2017-08-02,DURABON SDN BHD,,07 - 5992680,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7550&sid=9899AB479C26E910635DBF9493ECD5A2
"LOT 153, JLN. ANGKASA MAS 6 KAW PERINDUSTRIAN TEBRAU II JOHOR BHARU 81100 JOHOR",admin.jb1@stx.com.my,'2017-08-02,SUMBER TERANG SDN BHD,,07 - 3533940,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3574&sid=84669623D13B8395967654BA30C65E11
"2, JALAN SEMPADAN AIR ITAM  11400 PULAU PINANG",fcbizarchitect@yahoo.com,'2017-08-02,F.C.TECHNOLOGY (M) SDN BHD,,04 - 8265611,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54045&sid=6FC4ACEEE4BA774C7A981BC987CE53BE
"7, JALAN BPU 7 BANDAR PUCHONG UTAMA PUCHONG 47100 SELANGOR",sales@caf.com.my,'2017-08-02,CENTRAL AIR FILTERS SDN BHD,,03 - 58848416,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54280&sid=CD5EFBF62C8A0C4427FB3AB6E8234BA4
20 JALAN TEKUKUR OFF JALAN IPOH 51000 KUALA LUMPUR,annbrown24@yahoo.com,'2017-08-02,SPRINGHAMPER ENTERPRISE,,03 - 62585153,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53562&sid=F22325C063C114F0A92FAB23130C7AF3
"4, JLN KENANGA OFF JLN HANG TUAH 55100 KUALA LUMPUR  55100 KUALA LUMPUR",SOOFISHA@yahoo.com,'2017-08-02,SOOFI SDN BHD,,03 - 92220043,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54896&sid=A44FBD469A2132070F197A6A229858B5
"WISMA T H TEOH 8 & 9, JALAN INDAH 2/7 TAMAN INDAH, 11 MILE, CHERAS 43200 SELANGOR",teohsimon33@gmail.com,'2017-08-02,UB ACRYLIC (M) SDN BHD,,03 - 90768962,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8815&sid=60514769726B698E57497B12BC46B081
"505, LEVEL 5, BLOCK A KELANA CENTRE POINT 3 JALAN SS7/19 KELANA JAYA, PETALING JAYA 47301 SELANGOR",sales@hayycorp.com,'2017-08-02,HAYY CORPORATION SDN BHD,,03 - 78064750,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56450&sid=2EBE2A47645C8AD6269DED0A3D49C7A5
"LOT 5 & 7, JALAN 3/89C OFF JALAN 4 OFF JALAN CHAN SOW LIN SG BESI 55200 KUALA LUMPUR",chou_ws@yahoo.com,'2017-08-02,GABUNGAN GRANITE (TERENGGANU) SDN BHD,,03 - 92215998,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34438&sid=A38F71161A2E0E31B39EDA0C1E9870AD
"37,  JALAN PENGACARA, U1/48,  TEMASYA INDUSTRIAL PARK, PHASE 2,  GLENMARIE,  SHAH ALAM, 40150 SELANGOR",mail@unitedseasons.com,'2017-08-02,MANIK PRESTASI SDN BHD,,03 - 76280300,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3496&sid=39AD5C73043DC9C0C92F4609D15D3E07
"24, JALAN TPK 2/6 TAMAN PERINDUSTRIAN KINRARA KINRARA 58200 KUALA LUMPUR",kc.ng@rushoe.com.my,'2017-08-02,RUSHOE ENTERPRISES SDN BHD,,03 - 80762353,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8271&sid=6987A478E5EEA45DD1766A7BE922340C
"LOT 37668, JALAN BATU BATA OFF JALAN BKT KEMUNING 8TH MILE, SHAH ALAM 42450 SELANGOR",decopole@gmail.com,'2017-08-02,GOLDEN FLOW SDN BHD,,03 - 51216091,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8024&sid=907ACCABDFB8EBE9742CFD76315A8ABC
"PT 517, JALAN PBR 23 KAW PERINDUSTRIAN BKT RAMBAI  75250 MELAKA",impressteel@gmail.com,'2017-08-02,IMPRESS STEEL WIRE INDUSTRIES SDN BHD,,06 - 3510989,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7299&sid=EC861CD79CB10937FA60D5B9FC26144C
"LOT 874, JALAN SUBANG 8 KAW PERUSAHAAN SG PENAGA SUBANG JAYA 47500 SELANGOR",enquiry@hydropipes.com,'2017-08-02,HYDROPIPES INDUSTRIES SDN BHD,,03 - 80259818,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14836&sid=6F2D9A1F067C7071F6551F27A8236200
"LOT 49 & 50, JALAN INDUSTRI 2/2 RAWANG INTEGRATED INDUSTRIAL PARK RAWANG 48000 SELANGOR",wanjamal.malik@gmail.com,'2017-08-02,ZELLECO ENGINEERING SDN BHD,,03 - 60920068,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6265&sid=C7FBBC0963FDCACBED885F5D7BA36935
"LOT 36, JALAN BRP 9/2B PUTRA INDUSTRIAL PARK SG BULOH 47000 SELANGOR",enquiry@engtex.com.my,'2017-08-02,ENGTEX WATER SOLUTIONS SDN BHD,,03 - 61401111,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43155&sid=389614E53A3662F8C985F0E66D4B634C
"6120, JALAN BAGAN LALLANG BUTTERWORTH  13400 PULAU PINANG",sales@fastmark.com.my,'2017-08-02,FASTENERS MARKETING SDN BHD,,04 - 3318708,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10226&sid=B0558F14AF16952D5514F9044788C425
P.O.BOX 10890 KOTA KINABALU  88809 SABAH,gbtech.inc@gmail.com,'2017-08-02,GLOBAL TECH INCORPORATION,,088 - 234543,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13410&sid=4B16A41890CBB700FC0BDBCD0E3EA685
"LOT 36, JALAN BRP 9/2B PUTRA INDUSTRIAL PARK SUNGEI BULOH 47000 SELANGOR",edip@engtex.com.my,'2017-08-02,ENGTEX DUCTILE IRON PIPE INDUSTRY SDN BHD,,03 - 61403131,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7784&sid=866FFC719D33511F9960DEFBAD6A6374
3A JALAN UDA UTAMA 3/14 BANDAR UDA UTAMA JOHOR BAHRU 81200 JOHOR,mitsutechnic@gmail.com,'2017-08-02,MITSUTECHNIC SDN BHD,,07 - 2370557,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34514&sid=1D4A4608422D009318FD4057CD22780B
"251A, JALAN SILIBIN TAMAN ALKAFF IPOH 30100 PERAK",heatshieldsolution@gmail.com,'2017-08-02,HEAT SHIELD SOLUTION,,019 - 5571268,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37174&sid=639ED624475088CF4F07BCA8BBCC3701
"2, JALAN KENARI 10 BANDAR PUCHONG JAYA OFF JALAN PUCHONG, PUCHONG 47100 SELANGOR",sales@aslidiffuser.com.my,'2017-08-02,ASLI MECHANICAL SDN BHD,,03 - 80754933,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14001&sid=EEE354DA7D727AED1F17DB19A6295622
B7-4-2 MEGAN CORPORATE PARK DESA PETALING  57100 KUALA LUMPUR,en_nine@yahoo.com,'2017-08-02,EN NINE CONSTRUCTION SDN BHD,,05 - 4311419,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12015&sid=EBC4503EC57AB49849D1A50B06819992
"61, JALAN IKS BUKIT TENGAH TAMAN IKS BUKIT TENGAH BUKIT MERTAJAM 14000 PULAU PINANG",projecthuss@yahoo.com,'2017-08-02,K.H. CHIN TRADING SDN BHD,,04 - 5086881,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56884&sid=301C32E4B6A8AE4345BE82694C000448
"B-12-1 BLOK B, JALAN MEDAN SELAYANG 1 MEDAN SELAYANG BATU CAVES 68100 SELANGOR",info@maxwintech.com,'2017-08-02,MAXWINTECH SDN BHD,,03 - 61871566,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36168&sid=4D9277E5DDA0B38BBACC0B14F4A709C2
"26A, JALAN TODAK 2, SEBERANG JAYA PRAI PENENG 13700 PULAU PINANG",greenas888@yahoo.com,'2017-08-02,GREEN A SERVICES,,04 - 3996348,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10641&sid=AF2CBCEAFD4CCD1BFDFAAAA606FC3997
"1579, JALAN INDAH 7 KG AMPANG INDAH JALAN AMPANG 68000 SELANGOR",progress_eng@hotmail.com,'2017-08-02,PROGRESS ENGINEERING WORKS,,03 - 42919036,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30563&sid=13706850A8FEA7852B13C0B260C785DA
"4A, LENGKOK KAPAL TAMAN INDUSTRIAL RINGAN CHAIN FERRY BUTTERWORTH 12100 PULAU PINANG",cwloo@malledge.com,'2017-08-02,MALLEDGE ENGINEERING TRADING SDN BHD,,04 - 3248422,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15717&sid=E79788CE9EB5670A3BD4DC6C70ABDEA5
"LOT 92, JALAN SG BAKAU 23TH MILE, JALAN BATU ARANG RAWANG 48000 SELANGOR",unifiber@tm.net.my,'2017-08-02,UNIFIBER COMPOSITE TECHNOLOGY SDN BHD,,03 - 60922231,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12910&sid=AB0A337F013DE737A80941A2BDDB5F4D
"54, JALAN SBC 8, KOMPLEKS KILANG SME BANK TAMAN SRI BATU CAVES BATU CAVES 68100 SELANGOR",siud_ismail@yahoo.com,'2017-08-02,S&I URBAN DESIGNERS SDN BHD,,03 - 61897757,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14761&sid=FFC3BBD487CD9BA3B4616493D5A677E0
"LOT 4 & 6, JALAN KEMAJUAN SATU 16/17A SHAH ALAM 40200 SELANGOR",surayah@ccmwatersystems.com,'2017-08-02,CCM WATER SYSTEMS SDN BHD,,03 - 55196666,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9737&sid=C831A0BD56DABFD73CDB5663178E591F
"LOT 6471, 6TH MILE JALAN KAPAR KLANG 42100 SELANGOR",marketing@gpdoors.com.my,'2017-08-02,GOLDEN PHAROS DOORS SDN BHD,,03 - 32912911,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10071&sid=98CEDCBAF2866BE2E07727C9FAC62122
"27, JALAN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",sales@winduct.com,'2017-08-02,PASSIVE FIRE PROTECTION SDN BHD,,03 - 55695706,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10632&sid=7983FBAC42E4850B1B22DF70A60D9C57
"22, JALAN PENDIDIK U1/31, SECTION U1 HICOM - GLENMARIE INDUSTRIAL PARK, PHASE 1B SHAH ALAM 40150 SELANGOR",woon347@hotmail.com,'2017-08-02,SKT INNOVE SDN BHD,,03 - 55692120,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14971&sid=998D5679ABE20DB73A0A25DD74B1C4E0
"11, JALAN ANGGERIK MOKARA 31/61 KOTA KEMUNING, SECTION 31 SHAH ALAM 40460 SELANGOR",info@kllab.com,'2017-08-02,KL LAB SUPPLIES SDN BHD,,03 - 51215141,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9900&sid=713464C26334CF62AAA503B25DFE0DC5
P.O.BOX 21918 LUYANG KOTA KINABALU 88777 SABAH,info@colourcoil.com,'2017-08-02,COLOURCOIL INDUSTRIES SDN BHD,,088 - 496222,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6457&sid=97D37A499340D44727182C9EA7DC8CF1
NO. 1 JALAN P10/21 TAMAN INDUSTRI SELAMAN BANDAR BARU BANGI 43650 SELANGOR,ottercar@yahoo.com,'2017-08-02,OTTER INTERNATIONAL SDN BHD,,03 - 89223288,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12573&sid=6D3350673305D06159480C3CE01998C5
"JALAN CORRECTIONAL SCHOOL, MILE 7½ OFF JALAN TUARAN, INANAM, P.O.BOX 13737 KOTA KINABALU 88450 SABAH",pembinaandge@yahoo.com.au,'2017-08-02,PEMBINAAN D.G.E. (SABAH) SDN BHD,,088 - 386266,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58373&sid=F32F1CA08CA571FD3B0F6893FB10E67C
"LOT 1890, JALAN KPB 9 KAW PERINDUSTRIAN BALAKONG SERI KEMBANGAN 43000 SELANGOR",sssak@wengzheng.com,'2017-08-02,WENG ZHENG SDN BHD,,03 - 89622228,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11673&sid=6D3E5DEFD969CA3C434E0ACB573D9C6D
"LOT 197067, JALAN KLEBANG 1/6 KINTA FREE INDUSTRIAL ZONE CHEMOR 31200 PERAK",Christopher@tigges.com.my,'2017-08-02,TIGGES FASTENER TECHNOLOGY (M) SDN BHD,,05 - 2911040,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15956&sid=0CF2FFA9E73A9F61401913FF65F45967
"JALAN CORRECTIONAL SCHOOL, MILE 7½ OFF JALAN TUARAN, INANAM, P.O.BOX 13737 KOTA KINABALU 88450 SABAH",pembinaandge@yahoo.com.au,'2017-08-02,DONG GUAN CONCRETE PRODUCT SDN BHD,,088 - 436195,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58364&sid=76CEFC2AFFB5DC875A075244F67F5066
LOT 2747 JALAN RAJA NONG OFF TAMAN SENTOSA KLANG 41200 SELANGOR,sy_keo@yahoo.com,'2017-08-02,TRANSKON SDN BHD,,03 - 51612929,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10867&sid=58A39BAD1786B2B9598E9D0F510A1413
"NO. 8, JALAN TPP 6/13 TAMAN PERINDUSTRIAN PUCHONG  47160 SELANGOR",email@plc.com.my,'2017-08-02,PLC LABORATORY SDN BHD,,03 - 80604584,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8789&sid=A28E6819B4AF5F9E60BD0A442C1F7A86
"PUSAT PERDAGANGAN PUCHONG PRIMA A-03-03, BLOCK A, JALAN PRIMA 5/5 PERSIARAN PRIMA UTAMA, TAMAN PUCHONG PRIMA, PUCHONG 47150 SELANGOR",gotechnology@gmail.com,'2017-08-02,KEJURUTERAAN GO-TECHNOLOGY SDN BHD,,03 - 80608737,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58368&sid=8478F2ACFB9E7FEFA48C669077EE6C70
LOT 2747 JALAN RAJA NONG OFF TAMAN SENTOSA KLANG 41200 SELANGOR,mplee007@yahoo.co.uk,'2017-08-02,UNISPAN SDN BHD,,03 - 51612929,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5836&sid=261D28F8471D16EFDDB3A90E78B47963
WISMA SOON TEIK AUN JALAN BENDAHARA IPOH 31650 PERAK,enquiries@choobee.com.my,'2017-08-02,CHOO BEE METAL INDUSTRIES BERHAD,,05 - 2558111,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14833&sid=659D1F16CF8237B08B5E152F0666E6C4
"LOT 3085, GOPENG INDUSTRIAL PARK MUKIM SUNGAI RAYA, DAERAH KINTA GOPENG 31600 PERAK",ssgm@streamyx.com,'2017-08-02,SSG SAFETY GLASS SDN BHD(FORMERLY KNOWN AS CKM ENGINEERING SUPPLIES&SERVICES SDN BHD),,05 - 3573888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8078&sid=A6A3912AB9CF0CE38740F5B89889981E
"17, TAMAN KASAWARI JALAN BUKIT TAMBUN SIMPANG EMPAT, SPS 14100 PULAU PINANG",burlypool@gmail.com,'2017-08-02,BURLY POOL ENTERPRISE,,04 - 5883098,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57245&sid=7B5B3525E947DBAFEBB9B15B19F45F13
"86, LORONG PERAK 20 SRI MERGONG TAMAN INDUSTRI RINGAN ALOR SETAR 05150 KEDAH",blueve@po.jaring.my,'2017-08-02,BLUE-VE STEEL SDN BHD,,04 - 7332828,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6539&sid=E1CB0D240260E9ACD87B5956D03BA41E
"203, JALAN RUKUN 11 TAMAN GEMBIRA JALAN KUCHAI LAMA 55200 KUALA LUMPUR",anwen@streamyx.com,'2017-08-02,ANWEN CORPORATION SDN BHD,,012 - 2959115,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13803&sid=CBE68E7A97379BF90108FACF6647A64A
"6TH FLOOR, WISMA HARWANT 106, JALAN TUANKU ABDUL RAHMAN  50100 KUALA LUMPUR",fidelio@fideliointernational.com,'2017-08-02,FIDELIO INTERNATIONAL SDN BHD,,03 - 26970172,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12522&sid=E43ADBDD1A3556560BA1EF022F794225
"LOT 332, JALAN PKNK 2/5 KAW PERINDUSTRIAN TMN RIA SUNGAI PETANI 08000 KEDAH",customer@chianta.com,'2017-08-02,CHIANTA PLASTIC INDUSTRIES SDN BHD,,04 - 4416688,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6537&sid=EAC705A36744CCF5091B40066DBF1891
"LOT 9,  JALAN PUCHONG SECTION 22,  LION INDUSTRIAL PARK SHAH ALAM 40300 SELANGOR",aisbgl@toyota.com.my,'2017-08-02,AUTOMOTIVE INDUSTRIES SDN BHD,,03 - 51918487,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3449&sid=7B9460D088B2C0DF992C953E62A0DAC2
"33A, JALAN BENDAHARA 45 TAMAN MEWAH BARU, 3RD MILE JALAN SUNGAI JATI, KLANG 41200 SELANGOR",bglinksb@streamyx.com,'2017-08-02,BG LINK INDUSTRIES SDN BHD,,03 - 51621355,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13941&sid=EE75D11578740AA823CC25D39FAE20E7
"LOT 11A, JALAN UTAS 15/7 SECTION 15 SHAH ALAM 40000 SELANGOR",sales@aisberhad.com.my,'2017-08-02,AMALGAMATED INDUSTRIAL STAINLESS STEEL SDN BHD,,03 - 50327007,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5094&sid=EE983C90D25FF0ECA87B84B9E90DB434
"BLOCK D3A-6 & D3A-7, PUSAT PERDAGANGAN DANA 1 JALAN PJU 1A/46, PJU 1A PETALING JAYA 47301 SELANGOR",fatimah@anggerik.com.my,'2017-08-02,ANGGERIK LAKSANA SDN BHD,,603 - 78428811,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10059&sid=B696B28638DD6521B911EA87BAC4CA9A
LOT 3 LORONG PERAK 2 KAW PERINDUSTRIAN TELOK PANGLIMA GARANG 42500 SELANGOR,enquiry@dki.com.my,'2017-08-02,DYKAS INDUSTRIES SDN BHD,,03 - 31226446,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12792&sid=C20EB9D5F56D85F520511EDC066EE756
"32, JALAN KUALA KANGSAR TASEK INDUSTRIAL ESTATE IPOH 31400 PERAK",bosi.tools@hotmail.com,'2017-08-02,BOSI TOOLS (M) SDN BHD,,05 - 5485766,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60031&sid=72684E2BDEC66D84CDDE7D314C36A3CB
"LOT 109, JALAN PERMATA ARAB-MALAYSIAN INDUSTRIAL PARK NILAI 71800 NEGERI SEMBILAN",wiin@weida.com.my,'2017-08-02,WEIDA INTEGRATED INDUSTRIES SDN BHD,,06 - 7990990,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11344&sid=2437415E52FB742EB1CFE518536C6CE3
"LOT 11A, JALAN UTAS 15/7 SECTION 15 SHAH ALAM 40000 SELANGOR",peter@aisberhad.com.my,'2017-08-02,AMALGAMATED INDUSTRIAL STEEL BERHAD,,03 - 50327007,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15890&sid=09DDE4D75AE7E569D1117D172D6B7611
"55A, (1ST FLOOR) JALAN PERAI JAYA 5 BANDAR PERAI JAYA 13600 PULAU PINANG",jennifer_ooi@oshgroup.net,'2017-08-02,OOI SOON HUAT INDUSTRIES SDN BHD,,04 - 5072518,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59983&sid=A3221F0D88179E03E3B3ACD3015134D9
"30-2B, JALAN TEMENGGUNG 7/9 BANDAR MAHKOTA CHERAS, SECTION 9 CHERAS 43200 SELANGOR",info@gpgmt.com,'2017-08-02,GP-GMT INSULATION SOLUTIONS SDN BHD,,03 - 90190788,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60260&sid=128BC080AC8FAAD697F03E0A92163C21
"1571, JALAN SERUNAI, KAW PERINDUSTRIAN VALDOR, MUKIM 12, SG BAKAP SEBERANG PRAI SELATAN 14200 PULAU PINANG",ginoooi@bwysgroup.com,'2017-08-02,BW YEE SENG HARDWARE TRADING SDN BHD,,04 - 5859999,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58907&sid=D8292C20056E83C549B04E2703B7FFD7
