EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL 
farid@kinetic-corp.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71895&sid=05E9E62C8C7DD8024D8DE7AE2517672F,KINETIC CHEMICALS (M) SDN BHD,17 JALAN TIB 1/2 TAMAN INDUSTRI BOLTON BATU CAVES 68100 SELANGOR,,03 - 61857081
melvinwong@hgmicrotex.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78062&sid=D42864C37602EF899100AC88E5D55BDF,HALDEN GALWAY INDUSTRIES SDN BHD,6 JALAN MEGA 3B TAMAN INDUSTRI MEGA BANDAR TEKNOLOGI SEMENYIH 43500 SELANGOR,,016 - 2101009
info@galapower.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64267&sid=27290D9D613503C59A4EA04BBA22FE18,GALA POWER SDN BHD,NO.30-2B JALAN TEMENGGUNG 7/9 BANDAR MAHKOTA CHERAS SEKYEN 9 43200 SELANGOR,,03 - 90190788
heng@smartcoat.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81454&sid=A6684385D6859C4080345A44526F77D1,TITANIUM WORLD TECHNOLOGY SDN BHD,"16-1 JALAN JALIL JAYA 6 BLOCK 5, JALIL LINK, BUKIT JALIL 57000 KUALA LUMPUR",,03 - 89939762
kamarul@petro-retail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12895&sid=2E4F8F942F744B614A93B2E4C3E60025,PETRORETAIL SDN BHD,"SUITE 16-01, 16TH FLOOR MENARA TAN & TAN 207, JALAN TUN RAZAK 50400 KUALA LUMPUR",,03 - 21688500
faglobal_m@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64703&sid=1462F44AC8A39AC9734D724BF2FD5208,FA GLOBAL (M) SDN BHD,"SUITE NO.226, 2ND FLOOR BLOCK 3-A LEISURE COMMERCE SQUARE JLN PJS 8/9, PETALING JAYA 46000 SELANGOR",,03 - 90585145
info@hardexworld.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11777&sid=4001B8E4C480F7D2D52CE7723836041E,AMERSEAL INDUSTRIAL SDN. BHD.,"NO. 2A  JALAN IM 3/6, KAWASAN PERINDUSTRIAN IM 3, BANDAR IM, 25200 PAHANG",,609 - 5721060
admin@syntomax.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5848&sid=2DE018403FFF00A84FE9E4E7CB52F7BC,SYNTOMAX INDUSTRIES SDN BHD,"NO.7 JALAN ANGGERIK MOKARA 31/46 KOTA KEMUNING, SECTION 31 SHAH ALAM 40460 SELANGOR",,03 - 51224208
info@faderisb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89066&sid=F98AE1AC57E3BE02D6AEDEB00B263BB7,FADER INDUSTRY SDN BHD,"2229,MK 14,PERMATANG TINGGI SIMPANG AMPAT BUKIT MERTAJAM 14000 PULAU PINANG",,04 - 5883985
ckchng_pmi@kobaytech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12183&sid=02DF7CB076428E4A2440C8B7CDD211C2,PARADIGM METAL INDUSTRIES SDN BHD,"2631, LOT 376 & 377 LORONG PERUSAHAAN 10 PHASE 3, PERAI 13600 PULAU PINANG",,04 - 3902800
javier@bluguard.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6644&sid=4D39CDAFE08E9DE34570597CC067FB8A,ARCHTRON RESEARCH & DEVELOPMENT SDN BHD,"8, JALAN PUTERI 5/5 BANDAR PUTERI PUCHONG 47100 SELANGOR",,03 - 80651299
kenneth@schmaco.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89612&sid=FF957E64B12FAAA242CD40F48B10C4AB,SCHMACO MARKETING (M) SDN BHD,"19A, JALAN 29, SELAYANG BARU BATU CAVES 68100 SELANGOR",,03 - 61381011
yveslow@gpp.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9702&sid=A3A3A3B02F905C705E92F998AAE61BE3,GOLDPAR PRECISION SDN BHD,"NO.2 JALAN PERSIARAN TEKNOLOGI TAMAN TEKNOLOGI JOHOR, SENAI 81400 JOHOR",,012 - 7090477
sales@yulicoauto.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89752&sid=88CAB9688DD243753463B484D4899A58,YULICO ACCESSORIES & AIR CONDITIONER SERVICES,203-1 JALAN PASAR PARIT RAJA 86400 JOHOR,,07 - 4544823
premier@nesos.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89621&sid=3E17D109A3C4710A0230CDDF8AF52A8C,PREMIER AUTO INDUSTRIES (M) SDN BHD,"LOT 1395, JALAN KUALA GARING UTAMA TAMAN PERUSAHAAN RINGAN RAWANG 48000 SELANGOR",,03 - 60919129
marshaltan@teongmahplastic.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89581&sid=51DADE05BE9A9D384DB880028B7B7402,TEONG MAH PLASTIC (M) SDN BHD,"LOT 68, JALAN INDUSTRI 2/3 RAWANG INTEGRATED INDUSTRIAL PARK RAWANG 48000 SELANGOR",,03 - 60913318
samuel.chemway@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4528&sid=73254C14384EC40948D7CB6EDDC27083,CHEMWAY SDN BHD,"NO. 15, JALAN KORPORAT / KU9 TAMAN PERINDUSTRIAN MERU OFF JALAN PERSIARAN HAMZAH ALANG 42200 SELANGOR",,03 - 33924601
inquiry.neualternativ@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77895&sid=A01B3918A894E17FD0E933E6BD22427E,NEU ALTERNATIV SDN BHD,"BLOK 55 TINGKAT 7, UNIT 9 JALAN 4/112F PANTAI DALAM 59200 KUALA LUMPUR",,03 - 22021425
stevc1736@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89749&sid=6C1A9EF5175158C4B3F7D62111B97E50,CM CAR COVER,138-2 JALAN SELAR TAMAN CANTIK 56100 KUALA LUMPUR,,03 - 92822762
mcker@solidcorp.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10120&sid=56E489A5C0199487FEFF4E14780B6656,JBS AUTO-TECH SDN BHD,"5, JALAN DATARAN 5 TAMAN KEMPAS JOHOR BAHRU 81200 JOHOR",,07 - 2386363
sharul@phn.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13921&sid=7573E849046DAFD3B6B5E557CB6AF4AC,PHN INDUSTRY SDN BHD,"LOT PT 75-77, JALAN 26/6 KAW PERINDUSTRIAN HICOM, SECTION 26 P.O. BOX 7306, SHAH ALAM 40710 SELANGOR",,03 - 51914636
sales.globalmetal@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81528&sid=E2967C3CBC7143F9C4BAE121724ECE97,GLOBAL METAL SUPPLY (M) SDN BHD,54-2-5 WISMA SRI MATA JALAN VAN PRAAGH 11600 PULAU PINANG,,04 - 2828913
twos@sscus.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81555&sid=84CE41E49A0921DEF6D9A89A83200E6F,TWOS SEATING SDN BHD,"21, JALAN IM 14/2, TAMAN INDUSTRI PRIMA KOTA FASA 1 KAW PERINDUSTRIAN 14 BANDAR INDERA MAHKOTA,KUANTAN 25200 PAHANG",,09 - 5733232
chiuhong@localbasic.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81571&sid=11403F365E5F1107AA7B2B714AB57DDE,WECAN INDUSTRIES SDN BHD,"6 & 8, JALAN DATO YUNUS 1, KAW PERINDUSTRIAN DATO YUNUS SULAIMAN LIMA KEDAI GELANG PATAH JOHOR 81550 JOHOR",,07 - 5101988
gotbachi@posco.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67750&sid=6F323DD3E7C1F17F3322B911005D8992,POSCO SOUTH ASIA COMPANY LIMITED,"SUITE 14.06, 14 FLOOR, KENANGA INTERNATIONAL 26, JALAN SULTAN ISMAIL 50250 KUALA LUMPUR",,03 - 21633226
general@furniweb.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2257&sid=DD75B38C6C21591B038C6A290B91AED5,FURNIWEB MANUFACTURING SDN BHD,"LOT 208, JALAN SG BESI 12TH MILE, KG BARU BALAKONG CHERAS 43300 SELANGOR",,03 - 89611803
amy.pyrope@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3466&sid=4AE063BCD44501911E97D7D39FDEE8CF,PYROPE INDUSTRIES SDN BHD,"P.T.1643, BATU 5 1/2 JALAN MERU KLANG 41050 SELANGOR",,03 - 33921716
japwong11@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81610&sid=CF6342AFCFEF0FCDA41712C996121F82,AMSTRON MARKETING (M) SDN BHD,27 & 29 JALAN PRIMA 5/6 TAMAN PUCHONG PRIMA 47100 SELANGOR,,03 - 80683790
nick.cheng@jesstechnology.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73397&sid=0B7820D872CE145569FCD5C2681DD139,JESS TECHNOLOGY SDN BHD,"57, JALAN UTAMA 2/22 TAMAN PERINDUSTRIAN PUCHONG UTAMA PUCHONG 47100 SELANGOR",,03 - 80669611
enquiry@dklubricants.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74945&sid=AED5AA12D5E8C7E87CCDF048D0F6EDA6,D.K.LUBRICANTS (M) SDN BHD,"7 JALAN KIPAS 34/9, SECTION 34 SHAH ALAM 50470 SELANGOR",,03 - 58805521
info@gp-products.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13404&sid=389ADA71C0F31341A0D1FEF8B01AA02A,GP AUTOBAT SDN BHD,"LOT 5031 & 5032, JALAN TERATAI 5 1/2 MILE, OFF JALAN MERU KLANG 41050 SELANGOR",,03 - 33927180
judhazzim@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79485&sid=7F291EA0D69197311FFCFAD5707CEAE8,IOT PETROLEUM SDN BHD,"LOT SD 43, JALAN KIP 10 KIP INDUSTRIAL PARK SRI DAMANSARA 52200 KUALA LUMPUR",,03 - 62772830
digi24@live.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81823&sid=9A403C95409F35BA69C7030685E3FFB4,AQUARIUS GLOBAL RESOURCES SDN BHD,21 JALAN DELIMA 13/KS6 BANDAR PARKLANDS PANDAMAR 41200 SELANGOR,,03 - 33221419
ptm@protec-corp.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61326&sid=5AF441104AA4D7D313F16A24C17C5C16,PRO-TEC MARKETING SDN BHD,8 JALAN APOLLO U5/196 SECTION U5 40150 SELANGOR,,03 - 78458995
uptowndreamers@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81811&sid=ECC2ABA221836F477B25B1058FE1D1A3,UPTOWN DREAMERS SDN BHD,"2A JALAN MENDAPAN 8/21 SECTION 8, SHAH ALAM 40000 SELANGOR",,019 - 6222012
excellent_speed@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81970&sid=BC495BF77B7730642417BD03F7D883F2,EXCELLENT SPEED SDN BHD,2 JALAN METRO PERDANA TIMUR 4 KEPONG 52100 KUALA LUMPUR,,03 - 62578332
ecogreen1148@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31183&sid=220E1615D4D0BB9734EC9A9AA8D75080,ECOGREEN INDUSTRIAL SDN BHD,LOT 1148 MILE 23 JLN SG LALANG SEMENYIH 43500 SELANGOR,,03 - 87271148
mototan2@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87243&sid=12318715F2DC047ACE92A050ACD2A46A,MOTOTAN PARTS SDN BHD,"511,LORONG TIMUR SATU PERDA DISTRIPARK BANDAR PERDA 14000 PULAU PINANG",,04 - 5373777
houjiclutch@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43490&sid=253D9E41CE01585ADB94F13283F265E2,HOUJI CLUTCH INDUSTRIES SDN BHD,"4, JALAN TIB 3/5 TAMAN INDUSTRI BOLTON BATU CAVES 68100 SELANGOR",,03 - 61860699
evertools@live.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87265&sid=86B51222860DA59B628218EDD41D5FE6,EVERTOOLS INDUSTRIAL SUPPLY,22A LORONG SERI JURU SIMPANG AMPAT PULAU PINANG 14100 PULAU PINANG,,04 - 5060728
edmund@schmaco.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9442&sid=362FBF83E98A7D26D85E0642B9F0AACE,SCHMACO AUTO PARTS INDUSTRIES SDN BHD,"LOT 18025A & 18025B, JALAN 2 TAMAN SELAYANG BARU LIGHT INDUSTRIES BATU CAVES 68100 SELANGOR",,03 - 61381166
cidiwaha@gogreenworldwideenergy.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87471&sid=945DAD99812A883F7C8EB12C29ADAE9A,GOGREEN WORLDWIDE ENERGY SDN BHD,17 & 19 JALAN INANG 1 SKUDAI 81300 JOHOR,,07 - 5627737
pkchng@unicoloursb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75712&sid=E23108DDBA021A1C5D4BBE9D99FB85C2,UNICOLOUR POLYMER TECHNOLOGY SDN BHD,"PLOT 226, JALAN PKNK UTAMA KAW PERINDUSTRIAN SG. PETANI (TAMAN RIA) SUNGAI PETANI 08000 KEDAH",,04 - 4415112
sinriang@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69488&sid=D3F81D18577A3F6AA109BC0672E9E47D,SINRIANG TRADING SDN BHD,"301-303, TAMAN BANDAR BARU MERGONG LEBUHRAYA SULTANAH BAHIYAH ALOR SETAR 05150 KEDAH",,04 - 7300498
drazsupplier@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60113&sid=082B4C9A32B477C40612B8CD5E222DB9,DRAZ SUPPLIER & SERVICES SDN BHD,LOT 924 JALAN BATU 24 1/4 JALAN YAN KECHIL 06900 KEDAH,,04 - 4655149
kschin@glorywater.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87966&sid=980CDBD07B65E78489B20AB7A1FF5052,GLORY WATER MANAGEMENT SDN. BHD.,"8, JALAN ANGGERIK MOKARA 31/63 KOTA KEMUNING, SECTION 31 SHAH ALAM 40460 SELANGOR",,03 - 51211633
amrina@media.hbr.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16054&sid=2C1CA889E9DB9BDB563A46FB630AF15C,HBR MALAYSIAN SAFETY GLASS SDN BHD,BANGUNAN HBR MALAYSIAN SAFETY GLASS KM 20.5 LEBUHRAYA UTARA SELATAN PEKAN JITRA 06000 KEDAH,,04 - 9175173
sales@supercomnet.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13230&sid=09731CA245E8517B63254657A581082A,SUPERCOMNET TECHNOLOGIES BERHAD,"LOT 172, JALAN PKNK 3/8 KAW PERUSAHAAN SUNGAI PETANI SUNGAI PETANI 08000 KEDAH",,04 - 4411822
visworks@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88063&sid=79C91550C295988D614E37C852A99ADB,VIS WORKS AUTOLAB SDN BHD,1 JALAN PERMAS 9/9 BANDAR BARU PERMAS JAYA 81750 JOHOR,,07 - 3880602
enquiry@hoksuspension.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8805&sid=20715327DFB2BC896669735539DD28EB,SKI INDUSTRY SDN BHD,"LOT 453, JALAN MUDA KUARI JITRA  06000 KEDAH",,04 - 9291555
gasb.sales@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88020&sid=9A813F3C7AB571D30F4E31B56AEA7E96,GREEN AUTOMAX SDN BHD,"50 & 50-1 JALAN JASMIN 1 BANDAR BOTANIC, KLANG 41200 SELANGOR",,03 - 33182188
automsk04@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64072&sid=9B0F362913E7266EA0AA0CE170C62DD5,AUTO MSK MANUFACTURING SDN BHD,27 JALAN KAMUNTING 1D EK BS2 BUKIT SENTOSA RAWANG 48300 SELANGOR,,03 - 60212150
Cortecooil@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73676&sid=3C7D2C2E14ED838FFA6126AADA9771AE,CORTECO PETROLEUM SDN BHD,3B PS 9/1 TAMAN PRIMA SELAYANG 68100 SELANGOR,,03 - 61280749
mlmsb_hq@yahoo.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88106&sid=583C3AFED2FA6714CF937739CF7376E6,MASAUTO LUBE MARKETING SDN BHD,LOT 4251 JALAN PENGKALAN CHEPA KOTA BHARU 15400 KELANTAN,,09 - 7714590
unigreenfilter@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88062&sid=A32180A70318A9B93D54554C435B1D74,UNIGO TECHNOLOGIES SDN BHD,1 JALAN PERMAS 9/9 BANDAR BARU PERMAS JAYA 81750 JOHOR,,07 - 3880602
fizrai@pnatech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42345&sid=12E24968A14BC0FAFB6703D82B131FEE,PNA TECHNOLOGIES SDN BHD,"LOT 4637 PT 3035, KAWASAN PERUSAHAAN KG. GAJAH KG. GAJAH  36800 PERAK",,05 - 6311119
michaelyeo@aplus-am.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80767&sid=B490298952B5E251D7BA819523838DF8,A PLUS AUTOMATION (M) SDN BHD,"12 BLOCK B, JALAN WAWASAN 8 KAW PERINDUSTRIAN SRI GADING BATU PAHAT 83300 JOHOR",,07 - 4557823
komasu168@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11932&sid=7EF23A9C648C1FA83CBD2AF2F1785A91,A.S. KOMASU BATTERY TECHNOLOGY SDN BHD,"8, JALAN UTARA DUA KAW PERUSAHAAN MERGONG JALAN LENCONG BARAT, ALOR SETAR 05150 KEDAH",,04 - 7338942
talha.nayab@nayabtradings.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88484&sid=E594D847CACFBA52E0B2F80DE13183B6,NAYAB TRADING (M) SDN BHD,"SUITE 20-01 & 20-02B, LEVEL 20 THE PINNACLE, PERSIARAN LAGOON BANDAR SUNWAY, SUBANG JAYA 47500 SELANGOR",,03 - 56244250
jessie.fong@kayelrubber.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2515&sid=BE5563D2D4384859D985CCB76051BB22,KAYEL RUBBER PRODUCTS SDN.BHD.,"LOT 395, LORONG PERUSAHAAN LAPAN KAW PERUSAHAAN PRAI PRAI 13600 PULAU PINANG",,04 - 3908753
enquiry@nesos.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89183&sid=78C7BDD26E3056AB517E6388A3AC758B,N.E.S OIL SEAL SDN BHD,660 BATU 4 JALAN IPOH 51200 KUALA LUMPUR,,03 - 62574549
nasim@blackcrestpetroleum.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62140&sid=0E38F3F2A04B26CBA9175CE1ADCFB3D1,BLACK CREST PETROLEUM SDN BHD,"B-2-17, PLAZA DAMAS 3 63, JALAN SRI HARTAMAS 1 TAMAN SRI HARTAMAS 50480 KUALA LUMPUR",,03 - 61431139
info@hanshing.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12562&sid=76C440BC25D13A09E7CF01DEFC975B36,HANSHING INDUSTRIES SDN BHD,"2615, TINGKAT PERUSAHAAN 3 KAW PERUSAHAAN PERAI PERAI 13600 PULAU PINANG",,04 - 3905228
joshuatee@aplus-am.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80671&sid=E17C91E732F70FC9D4744D6AF213073B,A PLUS HANDLING SOLUTION (KL) SDN BHD,33 & 33A LORONG SANGGUL 1D BANDAR PUTERI KLANG 41200 SELANGOR,,03 - 51669823
mervyn129@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64288&sid=8E7EF4A1855C13DD7F56CBE6347E67BE,AMADAXTREME SUSPENSION AUTOLAB,"66,JALAN TTC 13 TAMAN TEKNOLOGI CHENG  75250 MELAKA",,06 - 3368189
meijiapeh@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64409&sid=3F88AE142138C742471B7B8EF237AB39,TICK JOO ENTERPRISE SDN BHD,10 MEDAN BATU CAVES 1 TAMAN MEDAN BATU CAVES 68100 SELANGOR,,03 - 61859913
laykian@orientsm.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61835&sid=263FEF4F181E644445C79B401FF8E55C,ORIENT SUN MOTORS SDN BHD,"1, JALAN JURUANALISIS U1/35 SEKSYEN 1, HICOM GLENMARIE INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",,03 - 55679092
tirex@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43261&sid=FAEA32D1ABE2888FAAEEF6C81FDA4DDA,TILEX ALLOY CASTING SDN BHD,"9, KAW PERINDUSTRIAN SG SIPUT (U)  31100 PERAK",,05 - 5986288
syabasgemilangauto@sq.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58033&sid=BFBE36E9AC62C041133159C48B4AC62F,SYABAS GEMILANG AUTO SDN BHD,"1G, JALAN DINAR E U3/E TAMAN SUBANG PERDANA, SECTION U3 40150 SELANGOR",,03 - 78472929
pyrogen@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6700&sid=B1DADB7EFCF122CBD8B1FE10E5384DB8,PYROGEN TECHNOLOGIES SDN BHD,"2A, JALAN SS 13/3D SUBANG JAYA INDUSTRIAL ESTATE SUBANG JAYA 47500 SELANGOR",,03 - 56216223
benza@benzauniversal.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60430&sid=63258561D1A299C0A32AB481DDE13FD5,BENZA UNIVERSAL MARKETING,16 JALAN JAYA BARU 3A TAMAN JAYA CHERAS 56000 KUALA LUMPUR,,017 - 2919609
jbliew@inteltium.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37095&sid=41B5EDADE4A5758E278A5EC47073C216,INTELTIUM TECHNOLOGY SDN BHD,"90, JALAN S2 C3, GREEN TECHNOLOGY PARK GREEN TECHNOLOGY PARK SEREMBAN 2 70300 NEGERI SEMBILAN",,06 - 6013633
stm04@showatech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93834&sid=A59CB48D158EE15A018FDFE9282F8284,SHOWA TECH MALAYSIA SDN. BHD.,"NO.25, LORONG SUNGAI PULOH,1A/KU6, TAMAN TEKNOLOGI GEMILANG, KAWASAN PERINDUSTRIAN, SUNGAI PULOH,41050 KLANG, SELANGOR DARUL EHSAN,MALAYSIA 41050 SELANGOR",,329 - 01716
isgostar@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4940&sid=8550BCFD47DE25BBF23294E818E41831,I.S. GOSTAR (M) SDN BHD,"BLOCK K, K-7-12 NO.2 JALAN SOLARIS SOLARIS MONT KIARA  50480 KUALA LUMPUR",,03 - 62017801
catraco@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37357&sid=313FE189BEA7F3BF71C0A8E75C46C0E1,CARTRACO HOLDINGS SDN BHD,AL-28A KG BARU SG BULOH SG BULOH 47000 SELANGOR,,03 - 61564398
info@everco.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12128&sid=089E32F76BC83ECFF8C4F68C5B23A746,UNITED EVERCO INDUSTRIES SDN BHD,"NO 96, BATU 23 PASIR TUNTONG, BUKIT ROTAN KUALA SELANGOR 45700 SELANGOR",,03 - 32647963
engjaya@ejmcorp.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15154&sid=7C4821EBF53AF7548D0BB2F56B8A6ECE,ENGJAYA INDUSTRIES SDN BHD,"NO.2, LOT 1-82, JALAN TTC 2 CHENG INDUSTRIAL ESTATE CHENG 75250 MELAKA",,06 - 3355228
info@xenso.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6562&sid=BD95315233E41382793ACA950097E337,XENSO GROUP SDN BHD,"2, JALAN SELAT SELATAN 20 PORTLAND INDUSTRIAL PARK PANDAMARAN, PORT KLANG 42000 SELANGOR",,03 - 31676060
info@evercoatpaints.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15039&sid=978939D1DAC8C3617A245AA2F804A7C5,EVERCOAT INDUSTRIES SDN BHD,LOT 110 JALAN PERMATA 1 ARAB MALAYSIAN INDUSTRIAL PARK NILAI 71800 NEGERI SEMBILAN,,06 - 7997528
shhong@airmaster.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12012&sid=E90B6B9AFAD877DF35565E012F31B700,NEW LEVIS TRADING SDN BHD,"LOT 9 (NO. 58), JALAN TAGO 2, TAMAN PERINDUSTRIAN TAGO PERSIARAN INDUSTRI OFF PERSIARAN UTAMA SRI DAMANSARA 52200 KUALA LUMPUR",,03 - 62740468
